RespondentID,Child Abuse/Neglect,ChronicDisease,LonelinessIsolation,DomesticViolence,Crime,DentalProblems,CostofHousing,DrugAlcohol,PeoplenotGetVaccImmun,SedentaryLifestyle,Smoking/VapingTobaccoUse,FirearmRelatedInjuries,GunViolence,Suicide,ElderAbuse/Neglect,MentalHealthProblems,Obesity,SexuallyTransmittedDiseases,Rape/SexualAssault,AgingProblems,Homelessness,QualityNutrition,SeniorCare,AccessSpecialtyCare,LackofFood,CulturalConcerns,AccesstoPrimaryCare,TeenPregnancy,Dementia/Alzheimer,Other
11169161039,Child Abuse/Neglect,,,,,,,,,,,,,,Elder Abuse/Neglect,,,,,,Homelessness,,,,,,,Teenage Pregnancy,,
11169159588,Child Abuse/Neglect,,,,,,,Drug/Alcohol,,Sedentary Lifestyle (Not Enough Exercise),,,,,,,,,,Aging Problems,,,Senior Care,,,,,,,
11169158203,Child Abuse/Neglect,,,Domestic Violence,,,,Drug/Alcohol,People not Getting Vaccinations/Immunizations,,,,,,,,,,,,,,,,,,,,,
11169157600,Child Abuse/Neglect,,,Domestic Violence,,,,Drug/Alcohol,,,,,,,,,,,Rape/Sexual Assault,,Homelessness,,,,,,,,,
11169156152,,"Chronic Disease (Asthma, Cancer, Diabetes, Heart Disease)",,,,Dental Problems,,,People not Getting Vaccinations/Immunizations,,,,,,Elder Abuse/Neglect,,,,,,,,,,,,,,Dementia/Alzheimer,
11169154802,,"Chronic Disease (Asthma, Cancer, Diabetes, Heart Disease)",,,Crime,,,,,,,,,,,,,,,Aging Problems,,,Senior Care,,,,,,,
11169153963,,"Chronic Disease (Asthma, Cancer, Diabetes, Heart Disease)",,,,,Cost of Housing,,,Sedentary Lifestyle (Not Enough Exercise),,,,,Elder Abuse/Neglect,,,,,,,,,,,,Access to Primary Care,,,
11169152282,Child Abuse/Neglect,,,,,,,,,,,,,,Elder Abuse/Neglect,,,Sexually Transmitted Diseases (STDs),Rape/Sexual Assault,,Homelessness,,,,Lack of Food,,,,,
11169151581,,"Chronic Disease (Asthma, Cancer, Diabetes, Heart Disease)",,,Crime,,,,,,,,,,Elder Abuse/Neglect,,,,,,Homelessness,,,,,,,,Dementia/Alzheimer,
11169150978,,,,,,,,,People not Getting Vaccinations/Immunizations,Sedentary Lifestyle (Not Enough Exercise),,,Gun Violence,,,Mental Health Problems,,,,,Homelessness,,,,,,,,,
11169148965,,,,,,,Cost of Housing,,,Sedentary Lifestyle (Not Enough Exercise),"Smoking/Vaping, Tobacco Use",,,,,,Obesity,,,,,,,,,,,,Dementia/Alzheimer,
11169146608,,,,,,,Cost of Housing,,People not Getting Vaccinations/Immunizations,,"Smoking/Vaping, Tobacco Use",,,,Elder Abuse/Neglect,,,,,,Homelessness,,,,,,,,,
11169144330,Child Abuse/Neglect,,,Domestic Violence,,,,Drug/Alcohol,,,,,,,,,,,Rape/Sexual Assault,,Homelessness,,,,,,,,,
11169143766,,,,,,,Cost of Housing,Drug/Alcohol,,,,,,,,Mental Health Problems,,,,,Homelessness,,,Access to Specialty Care,,,,,,
11169143497,,,,,Crime,,Cost of Housing,Drug/Alcohol,,,"Smoking/Vaping, Tobacco Use",,,,,Mental Health Problems,,,,,,,,,,,,,,
11169138263,Child Abuse/Neglect,,,,,,,Drug/Alcohol,,,,,,Suicide,,Mental Health Problems,,,Rape/Sexual Assault,,,,,,,,,,,
11169136558,,,,,Crime,Dental Problems,Cost of Housing,Drug/Alcohol,People not Getting Vaccinations/Immunizations,,,,,,,,,,,,,,,,,,,,,
11169135569,Child Abuse/Neglect,,,,,Dental Problems,Cost of Housing,,,,,,,,,,Obesity,,,,Homelessness,,,,,,,,,
11169133857,Child Abuse/Neglect,,,,,,,,,,,,,Suicide,,Mental Health Problems,,,Rape/Sexual Assault,,,,,,Lack of Food,,,,,
11169133183,,,,,,Dental Problems,Cost of Housing,,,,,,,,,Mental Health Problems,,,,,,,Senior Care,,Lack of Food,,,,,VA aid
11169133084,Child Abuse/Neglect,,,Domestic Violence,,,,Drug/Alcohol,,,"Smoking/Vaping, Tobacco Use",,,Suicide,,,,,,,,,,,,,,,,
11169129614,Child Abuse/Neglect,,,Domestic Violence,,,Cost of Housing,,,,,,,Suicide,,Mental Health Problems,,,,,,,,,,,,,,
11169129353,,,,Domestic Violence,,Dental Problems,,Drug/Alcohol,,,"Smoking/Vaping, Tobacco Use",,,,,,,,,,Homelessness,,,,,,,,,
11169129336,Child Abuse/Neglect,,,,,,Cost of Housing,,,,,,,,,Mental Health Problems,,Sexually Transmitted Diseases (STDs),Rape/Sexual Assault,,,,,,,,,,,
11169125217,,"Chronic Disease (Asthma, Cancer, Diabetes, Heart Disease)",,,,,Cost of Housing,Drug/Alcohol,,,,,,,,Mental Health Problems,,,,,Homelessness,,,,,,,,,
11169122591,Child Abuse/Neglect,,,,,,Cost of Housing,,,,,,,,,,,,,Aging Problems,,,,,Lack of Food,,Access to Primary Care,,,
11169118008,Child Abuse/Neglect,,,Domestic Violence,,,Cost of Housing,Drug/Alcohol,,,,,,,,,,,,,Homelessness,,,,,,,,,
11169117451,Child Abuse/Neglect,,,,,,Cost of Housing,,,,,,Gun Violence,,,,,,,Aging Problems,Homelessness,,,,,,,,,
11169115321,,"Chronic Disease (Asthma, Cancer, Diabetes, Heart Disease)",,,,Dental Problems,,,,,,,,,,,,,,Aging Problems,,,Senior Care,,,,Access to Primary Care,,,
11169112661,,,Loneliness /Isolation,,,,,Drug/Alcohol,,Sedentary Lifestyle (Not Enough Exercise),,,,,,,Obesity,,,,Homelessness,,,,,,,,,
11169112395,,"Chronic Disease (Asthma, Cancer, Diabetes, Heart Disease)",,,,Dental Problems,Cost of Housing,,,,,,,,,Mental Health Problems,,,,,,Quality Nutrition,,,,,,,,
11169110225,,"Chronic Disease (Asthma, Cancer, Diabetes, Heart Disease)",,Domestic Violence,,Dental Problems,,Drug/Alcohol,,,,,,,,,,,,,Homelessness,,,,,,,,,
11169107368,,,Loneliness /Isolation,,,Dental Problems,Cost of Housing,,,,,,,,,Mental Health Problems,,,,,Homelessness,,,,,,,,,
11169105275,Child Abuse/Neglect,,,,,,Cost of Housing,Drug/Alcohol,,Sedentary Lifestyle (Not Enough Exercise),"Smoking/Vaping, Tobacco Use",,Gun Violence,Suicide,Elder Abuse/Neglect,Mental Health Problems,Obesity,,,,,,Senior Care,,,,,Teenage Pregnancy,,
11169101025,,,,,,,,,,Sedentary Lifestyle (Not Enough Exercise),"Smoking/Vaping, Tobacco Use",,,,Elder Abuse/Neglect,,Obesity,,,,,,,,,,,,Dementia/Alzheimer,
11169098619,Child Abuse/Neglect,,,Domestic Violence,,,,,People not Getting Vaccinations/Immunizations,,,,,,Elder Abuse/Neglect,,,,,,,,,Access to Specialty Care,,,,,,
11169096282,Child Abuse/Neglect,"Chronic Disease (Asthma, Cancer, Diabetes, Heart Disease)",,Domestic Violence,,,,,,,,,Gun Violence,,,,,,,,Homelessness,,,,,,,,,
11169091552,,,Loneliness /Isolation,,,,Cost of Housing,,,,,,,,Elder Abuse/Neglect,,,,,,Homelessness,,,,,,,,Dementia/Alzheimer,
11169088964,,,,,,Dental Problems,,,,,,,,Suicide,Elder Abuse/Neglect,Mental Health Problems,Obesity,,,,,,,,,,,,,
11169084262,,"Chronic Disease (Asthma, Cancer, Diabetes, Heart Disease)",Loneliness /Isolation,,,,,Drug/Alcohol,,,,,,,,,,,,,Homelessness,,,Access to Specialty Care,,,,,,
11169080289,,,,,,,,,,,,,,,,,,,,,,,Senior Care,Access to Specialty Care,Lack of Food,,Access to Primary Care,,,
11169078051,,"Chronic Disease (Asthma, Cancer, Diabetes, Heart Disease)",,,,,Cost of Housing,,,Sedentary Lifestyle (Not Enough Exercise),,,,,,,Obesity,,,,,,Senior Care,,,,,,,
11169076744,Child Abuse/Neglect,"Chronic Disease (Asthma, Cancer, Diabetes, Heart Disease)",,,,,Cost of Housing,,,,,,,,,,,,,,,,,,Lack of Food,,Access to Primary Care,,,
11169075073,,"Chronic Disease (Asthma, Cancer, Diabetes, Heart Disease)",,,,,,,,,,,,,Elder Abuse/Neglect,,,,,,Homelessness,,Senior Care,,,,,,Dementia/Alzheimer,
11169061263,Child Abuse/Neglect,,,Domestic Violence,,,Cost of Housing,,,,,,,,,,Obesity,,,,,,Senior Care,,,,,,,
11169053621,Child Abuse/Neglect,,,Domestic Violence,,,,,,,,,,,Elder Abuse/Neglect,Mental Health Problems,,,,,Homelessness,,,,,,,,,
11169050480,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11169047266,,"Chronic Disease (Asthma, Cancer, Diabetes, Heart Disease)",,,,Dental Problems,Cost of Housing,,,,,,,,,Mental Health Problems,Obesity,,,,,,,,,,,,,
11169043223,Child Abuse/Neglect,"Chronic Disease (Asthma, Cancer, Diabetes, Heart Disease)",,,,Dental Problems,,,,,,,,Suicide,Elder Abuse/Neglect,Mental Health Problems,,,,,,,,,,,,,,
11169039671,Child Abuse/Neglect,,,Domestic Violence,,,,Drug/Alcohol,,,,,Gun Violence,,,Mental Health Problems,,,,,,,,,,,,,,
11169036708,,,,,,,Cost of Housing,,,,,,,,Elder Abuse/Neglect,,,,Rape/Sexual Assault,,Homelessness,,Senior Care,,,,,,,
11169032638,Child Abuse/Neglect,,,,Crime,,,,,,,,,,Elder Abuse/Neglect,,,,,,,,,,Lack of Food,,,,Dementia/Alzheimer,
11169027789,Child Abuse/Neglect,"Chronic Disease (Asthma, Cancer, Diabetes, Heart Disease)",,Domestic Violence,,,,,,,"Smoking/Vaping, Tobacco Use",,,,,,,,,,Homelessness,,,,,,,,,
11169026199,,"Chronic Disease (Asthma, Cancer, Diabetes, Heart Disease)",,,,Dental Problems,,,,Sedentary Lifestyle (Not Enough Exercise),,,,,,,,,,,,,,Access to Specialty Care,,,,,Dementia/Alzheimer,
11169023793,,,,,Crime,,,,,,,,,,,Mental Health Problems,,,,,,,Senior Care,Access to Specialty Care,,,,,,
11169021445,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Water quality
11169019807,Child Abuse/Neglect,,,,,,,Drug/Alcohol,,,"Smoking/Vaping, Tobacco Use",,,,Elder Abuse/Neglect,,,,,,,,,,,,,,Dementia/Alzheimer,
11169017642,,"Chronic Disease (Asthma, Cancer, Diabetes, Heart Disease)",,,,,,,,,,,,,Elder Abuse/Neglect,,,,,,,,,,,,,,,
11169016622,Child Abuse/Neglect,,,,,,,Drug/Alcohol,,,,,,Suicide,,Mental Health Problems,,,,,,,Senior Care,,,,,,,
11169014798,Child Abuse/Neglect,,,Domestic Violence,,,Cost of Housing,,,,,,,,,,Obesity,,Rape/Sexual Assault,,,,,,,,,,,
11169013225,Child Abuse/Neglect,,,,Crime,,Cost of Housing,Drug/Alcohol,,,,,Gun Violence,,,,,,,,,,,,,,,,,
11169011413,Child Abuse/Neglect,,Loneliness /Isolation,,,Dental Problems,,,,,,,,,,Mental Health Problems,,,,,Homelessness,,,,,,,,,
11169009413,,,Loneliness /Isolation,Domestic Violence,,,Cost of Housing,Drug/Alcohol,,,,,,,,Mental Health Problems,,,,,,,,,,,,,,
11168987777,,,,,Crime,,,,People not Getting Vaccinations/Immunizations,,"Smoking/Vaping, Tobacco Use",,,,,Mental Health Problems,,,,,,,,Access to Specialty Care,,,,,,
11168983610,,,,,Crime,Dental Problems,,,People not Getting Vaccinations/Immunizations,,"Smoking/Vaping, Tobacco Use",,,,,Mental Health Problems,,,,,,,,Access to Specialty Care,,,,,,
11168978050,Child Abuse/Neglect,,,,,,Cost of Housing,,,,"Smoking/Vaping, Tobacco Use",,,,,Mental Health Problems,,,,,Homelessness,,,,,,,,,
11168974990,,"Chronic Disease (Asthma, Cancer, Diabetes, Heart Disease)",,,,,,Drug/Alcohol,,,,,,,,,,,,Aging Problems,,,,,,,Access to Primary Care,,Dementia/Alzheimer,
11168972050,Child Abuse/Neglect,,,,Crime,,,Drug/Alcohol,,,,,,,,Mental Health Problems,,,,,Homelessness,,,,,,,,,
11168967764,Child Abuse/Neglect,,,,,,Cost of Housing,,,,,,,,Elder Abuse/Neglect,,,,,,Homelessness,,,,,,,,,
11168965065,,"Chronic Disease (Asthma, Cancer, Diabetes, Heart Disease)",,,,,Cost of Housing,,People not Getting Vaccinations/Immunizations,Sedentary Lifestyle (Not Enough Exercise),,,,,,,,,,,,,,,,,,,Dementia/Alzheimer,
11168962007,,,,Domestic Violence,,,Cost of Housing,,,,,,,,,,,,,,Homelessness,,Senior Care,,,,,,Dementia/Alzheimer,
11168957322,Child Abuse/Neglect,,,,Crime,,,,,,,,,,,,,,,Aging Problems,Homelessness,,,,,,,,,"convicted, registered, child sex offenders"
11168953748,,"Chronic Disease (Asthma, Cancer, Diabetes, Heart Disease)",,,,,,Drug/Alcohol,People not Getting Vaccinations/Immunizations,,,,,,,,,,,,Homelessness,,,,,,,Teenage Pregnancy,,
11168948564,,,,,,,Cost of Housing,Drug/Alcohol,People not Getting Vaccinations/Immunizations,,,,,,,Mental Health Problems,,,,,Homelessness,,,,,,,,,
11168945581,Child Abuse/Neglect,,,Domestic Violence,,,Cost of Housing,Drug/Alcohol,,,"Smoking/Vaping, Tobacco Use",,,,,,,,,,Homelessness,,,,,,,,,
11168942824,,,,,,,,,,,,,,,,,,,,,Homelessness,,,,,,,,,
11168940274,Child Abuse/Neglect,,,,,,Cost of Housing,,,Sedentary Lifestyle (Not Enough Exercise),,,,,,,,,,,,,Senior Care,,,,Access to Primary Care,,,
11168937866,Child Abuse/Neglect,"Chronic Disease (Asthma, Cancer, Diabetes, Heart Disease)",,Domestic Violence,,,Cost of Housing,,,,,,,,,Mental Health Problems,,,,,,,,,,,,,,
11168935261,,"Chronic Disease (Asthma, Cancer, Diabetes, Heart Disease)",,,,Dental Problems,,,People not Getting Vaccinations/Immunizations,Sedentary Lifestyle (Not Enough Exercise),,,,,,,,,,Aging Problems,,,,,,,,,,
11168932016,,,,,,Dental Problems,,,,Sedentary Lifestyle (Not Enough Exercise),,,,,,,Obesity,,,Aging Problems,,,,,,Cultural Concerns,,,,
11168788711,,,,,,,Cost of Housing,,,,,,,,,,,,,,,,,,,,,,,
11168783767,,,,,Crime,,Cost of Housing,Drug/Alcohol,,,,,,,,Mental Health Problems,,,,,,,,,,,,Teenage Pregnancy,,
11168778770,Child Abuse/Neglect,,,Domestic Violence,Crime,,,,,,,,,,Elder Abuse/Neglect,,,,,,,,,Access to Specialty Care,,,,,,
11168760288,Child Abuse/Neglect,,,Domestic Violence,,,Cost of Housing,,,,"Smoking/Vaping, Tobacco Use",,,,,,,Sexually Transmitted Diseases (STDs),,,,,,,,,,,,
11168753097,,"Chronic Disease (Asthma, Cancer, Diabetes, Heart Disease)",,,,,Cost of Housing,Drug/Alcohol,,,,,,,,,,,,,,Quality Nutrition,,,,,,Teenage Pregnancy,,
11168748328,Child Abuse/Neglect,,,,Crime,,,Drug/Alcohol,,,,,,,,,,,,,Homelessness,,,,,,,,,
11168741905,Child Abuse/Neglect,,,Domestic Violence,Crime,Dental Problems,Cost of Housing,,,,,,,,Elder Abuse/Neglect,Mental Health Problems,,,,,Homelessness,,Senior Care,,Lack of Food,,,,,
11168735906,,,,Domestic Violence,,,,Drug/Alcohol,,,"Smoking/Vaping, Tobacco Use",,,,,Mental Health Problems,,,,Aging Problems,,,,,,,,,,
11168733906,Child Abuse/Neglect,"Chronic Disease (Asthma, Cancer, Diabetes, Heart Disease)",Loneliness /Isolation,Domestic Violence,Crime,,,Drug/Alcohol,,,,,Gun Violence,Suicide,,,,,,,,,,,,,,Teenage Pregnancy,,
11168729577,,"Chronic Disease (Asthma, Cancer, Diabetes, Heart Disease)",,Domestic Violence,,,,,,,"Smoking/Vaping, Tobacco Use",,,,,,,,,Aging Problems,,,,,,,,,,
11168728711,,"Chronic Disease (Asthma, Cancer, Diabetes, Heart Disease)",,Domestic Violence,,,,,,,,,,,Elder Abuse/Neglect,Mental Health Problems,,,,,,,,,,Cultural Concerns,,,,
11168726759,,,Loneliness /Isolation,,,,,,,,"Smoking/Vaping, Tobacco Use",,,,,Mental Health Problems,,,,,,,,,,,,,Dementia/Alzheimer,
11168723278,Child Abuse/Neglect,,,,Crime,,,,,,"Smoking/Vaping, Tobacco Use",,Gun Violence,,,,,,,,Homelessness,,,,,,,,,
11168718852,Child Abuse/Neglect,,,Domestic Violence,,,,Drug/Alcohol,,,,,,,Elder Abuse/Neglect,Mental Health Problems,,,Rape/Sexual Assault,,,,,,,,,,,
11168716255,Child Abuse/Neglect,,,Domestic Violence,,,,,,,,,Gun Violence,,,Mental Health Problems,,,,,,,,,,,,,,
11168712393,Child Abuse/Neglect,,,,Crime,,Cost of Housing,,,,"Smoking/Vaping, Tobacco Use",,Gun Violence,,Elder Abuse/Neglect,,,,,,Homelessness,,Senior Care,,,,,,Dementia/Alzheimer,
11168710897,,,Loneliness /Isolation,,,,,,,,,,,Suicide,,,,,,,Homelessness,,,,Lack of Food,,,,,
11168707645,Child Abuse/Neglect,,,,,,,Drug/Alcohol,,,,Firearm-Related Injuries,,,Elder Abuse/Neglect,,,,,,,,Senior Care,,Lack of Food,,,,,
11168699973,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11168699946,,"Chronic Disease (Asthma, Cancer, Diabetes, Heart Disease)",,,,Dental Problems,,,,,,,,,,,,,,Aging Problems,,,,,,Cultural Concerns,,,,
11168696658,,,,,,Dental Problems,Cost of Housing,,,,,,,,,,,,,Aging Problems,,,,,,,,,,
11168694316,,,,,,,,,,,,,,,,,,,,,,,,,Lack of Food,,,,,
11168691332,Child Abuse/Neglect,,,,Crime,,,,,,,,Gun Violence,,,,,,Rape/Sexual Assault,,,,,,Lack of Food,,,,,
11168684025,,,Loneliness /Isolation,Domestic Violence,,,,,,,,,,,Elder Abuse/Neglect,,,,,Aging Problems,,,Senior Care,,,,,,,
11168682452,Child Abuse/Neglect,,,,Crime,,,,,,,,Gun Violence,,Elder Abuse/Neglect,,Obesity,,,,,,,,,,,,,
11168680256,Child Abuse/Neglect,,Loneliness /Isolation,,,,,,,,"Smoking/Vaping, Tobacco Use",,Gun Violence,,,,,,,,,,,,,,,,,
11168674752,Child Abuse/Neglect,,Loneliness /Isolation,,Crime,,,Drug/Alcohol,,,,,Gun Violence,,,,,,,,,,,,,,,,,
11168674651,,,Loneliness /Isolation,,,Dental Problems,Cost of Housing,,,,,,,,,Mental Health Problems,,,,,,,,,,,,,,
11168670412,,,,Domestic Violence,,Dental Problems,,,,Sedentary Lifestyle (Not Enough Exercise),,,,,,Mental Health Problems,,,,,,,Senior Care,,Lack of Food,,Access to Primary Care,,,
11168665608,,,Loneliness /Isolation,,,Dental Problems,,,,,"Smoking/Vaping, Tobacco Use",,,,,,,,,Aging Problems,Homelessness,,,,,,,,,
11168661093,,,Loneliness /Isolation,,Crime,,,,,,"Smoking/Vaping, Tobacco Use",,,,,,,,,Aging Problems,,,Senior Care,,,,,,,
11168657433,,"Chronic Disease (Asthma, Cancer, Diabetes, Heart Disease)",,,,,,,,,"Smoking/Vaping, Tobacco Use",,,,,Mental Health Problems,,,,Aging Problems,,,,,,Cultural Concerns,,,,
11168555676,,,,,,,,,,,,,,,Elder Abuse/Neglect,Mental Health Problems,,Sexually Transmitted Diseases (STDs),Rape/Sexual Assault,,Homelessness,,,,,,,,,
11168554852,Child Abuse/Neglect,,,,,,,Drug/Alcohol,,,,,,,,,,Sexually Transmitted Diseases (STDs),Rape/Sexual Assault,,Homelessness,,,,,,,,,
11168545071,,,,,,,,,,,,,,,,Mental Health Problems,,,,,Homelessness,,Senior Care,,,,,,,
11168540351,,"Chronic Disease (Asthma, Cancer, Diabetes, Heart Disease)",,,,,,Drug/Alcohol,,,"Smoking/Vaping, Tobacco Use",,,,,,Obesity,,,,,,,,,Cultural Concerns,,,,
11168536382,Child Abuse/Neglect,,Loneliness /Isolation,,,,,,,Sedentary Lifestyle (Not Enough Exercise),,,,,Elder Abuse/Neglect,,,,,,,,Senior Care,,,,,,,
11168525216,,,,,,,,,,,"Smoking/Vaping, Tobacco Use",,,,,,,,,,,Quality Nutrition,,,,,,,Dementia/Alzheimer,
11168520917,,"Chronic Disease (Asthma, Cancer, Diabetes, Heart Disease)",,,,,,Drug/Alcohol,,,"Smoking/Vaping, Tobacco Use",,,,Elder Abuse/Neglect,Mental Health Problems,,,,,Homelessness,,Senior Care,Access to Specialty Care,,Cultural Concerns,Access to Primary Care,Teenage Pregnancy,,
11168520286,,"Chronic Disease (Asthma, Cancer, Diabetes, Heart Disease)",,,Crime,,,,,,,,,,,,,,,Aging Problems,Homelessness,,Senior Care,,,,,,,
11168515917,Child Abuse/Neglect,,,Domestic Violence,,,,,,,,,,,Elder Abuse/Neglect,,,,,,,,,,,,Access to Primary Care,,Dementia/Alzheimer,
11167625375,Child Abuse/Neglect,,,,,,Cost of Housing,Drug/Alcohol,,,,,,,,Mental Health Problems,,,,,,,,Access to Specialty Care,,,,,,
11167431696,,"Chronic Disease (Asthma, Cancer, Diabetes, Heart Disease)",Loneliness /Isolation,Domestic Violence,,,,,,Sedentary Lifestyle (Not Enough Exercise),,,,,,,,,,,,,,,,,,,,Need more safe recreational areas.
11167371497,Child Abuse/Neglect,,,,,Dental Problems,,,,,,,,,Elder Abuse/Neglect,Mental Health Problems,,,,,Homelessness,,,,,,,,,
11167368685,,,,,Crime,,,Drug/Alcohol,,,"Smoking/Vaping, Tobacco Use",,,Suicide,,,,,Rape/Sexual Assault,,,,,,,,,,,
11167363899,,"Chronic Disease (Asthma, Cancer, Diabetes, Heart Disease)",,,,Dental Problems,,,,,,,,Suicide,,Mental Health Problems,,,,,,,,Access to Specialty Care,,,,,,
11167361483,,,,,,,,,,,,,,,,,,,,,Homelessness,,,,,,,,,
11167355328,Child Abuse/Neglect,"Chronic Disease (Asthma, Cancer, Diabetes, Heart Disease)",Loneliness /Isolation,Domestic Violence,Crime,Dental Problems,,,,,,,,,,,,,,,,,,,,,,,,
11167355078,,,,Domestic Violence,,,,Drug/Alcohol,,,,,,,,Mental Health Problems,,,,,Homelessness,,,,Lack of Food,,,,,
11167347456,Child Abuse/Neglect,,,,Crime,,,Drug/Alcohol,,,,,,Suicide,,Mental Health Problems,,,,,,,,,,,,,,
11167340559,Child Abuse/Neglect,,,Domestic Violence,,,,,,,,,Gun Violence,,Elder Abuse/Neglect,,,,,,Homelessness,,,,,,,,,
11167332746,Child Abuse/Neglect,"Chronic Disease (Asthma, Cancer, Diabetes, Heart Disease)",,,,,,Drug/Alcohol,,,"Smoking/Vaping, Tobacco Use",,,,,,,,,,,,Senior Care,,,,,,,
11167331627,,,,,,,Cost of Housing,,,,,,,,,,,,,,Homelessness,,,Access to Specialty Care,,,,,,
11167326695,,,,,,Dental Problems,,,,Sedentary Lifestyle (Not Enough Exercise),,,,,,,,,,,Homelessness,,,,,,,,,
11167324290,,"Chronic Disease (Asthma, Cancer, Diabetes, Heart Disease)",,,,,,,People not Getting Vaccinations/Immunizations,,"Smoking/Vaping, Tobacco Use",,,,,,Obesity,Sexually Transmitted Diseases (STDs),,,,,,,,,,,,
11167323591,,"Chronic Disease (Asthma, Cancer, Diabetes, Heart Disease)",,,,,,,,,,Firearm-Related Injuries,,,,,,Sexually Transmitted Diseases (STDs),,Aging Problems,,,,,,,Access to Primary Care,,,
11167323157,,,,,,,Cost of Housing,,,,,,,,,Mental Health Problems,,,,,Homelessness,,Senior Care,,Lack of Food,,,,,
11167320154,,,Loneliness /Isolation,,,Dental Problems,Cost of Housing,,,,,,,Suicide,,Mental Health Problems,,,,,,,,,,,,,,
11167314128,,,,,,,Cost of Housing,,,,,,,,,Mental Health Problems,,,,,Homelessness,,Senior Care,,Lack of Food,,,,,
11167313784,Child Abuse/Neglect,,,,,Dental Problems,Cost of Housing,,,,,,,Suicide,,,,,,,Homelessness,,,,,,,,,
11167311362,,,,,,,Cost of Housing,,,,,,,,,,,,,,Homelessness,,Senior Care,Access to Specialty Care,,,,,,
11167303084,,,,,,,Cost of Housing,,,,,,,,,Mental Health Problems,,,,,Homelessness,,,,Lack of Food,,Access to Primary Care,,,
11167295215,,,Loneliness /Isolation,Domestic Violence,,,Cost of Housing,,,,,,,,,Mental Health Problems,,,,,Homelessness,,,,,,,,,
11167287819,Child Abuse/Neglect,,,,Crime,,,,,,,,,,,,,,Rape/Sexual Assault,,,,,,Lack of Food,,,,Dementia/Alzheimer,
11167284362,,,Loneliness /Isolation,,,,,,People not Getting Vaccinations/Immunizations,,,,,,,Mental Health Problems,,,,,Homelessness,,,,Lack of Food,,,,,
11167280863,,,Loneliness /Isolation,,,,,,,Sedentary Lifestyle (Not Enough Exercise),"Smoking/Vaping, Tobacco Use",,,,,Mental Health Problems,,,,,,,,,,,,,,Limited QUALITY medical care
11167274556,,"Chronic Disease (Asthma, Cancer, Diabetes, Heart Disease)",,,Crime,,Cost of Housing,,,,,,,,,Mental Health Problems,,,Rape/Sexual Assault,,,,Senior Care,,,,,,,
11167266176,Child Abuse/Neglect,,Loneliness /Isolation,,,,Cost of Housing,,,,"Smoking/Vaping, Tobacco Use",,,,,Mental Health Problems,,,,,,,,,,,,,,
11167261821,Child Abuse/Neglect,,,,,Dental Problems,Cost of Housing,Drug/Alcohol,People not Getting Vaccinations/Immunizations,,,,,,,,,,,,,,,,,,,,,
11167261578,,,,Domestic Violence,,,,Drug/Alcohol,,,,,Gun Violence,,,,,,Rape/Sexual Assault,,Homelessness,,,,,,,,,
11167255956,,"Chronic Disease (Asthma, Cancer, Diabetes, Heart Disease)",,,,,Cost of Housing,,,,,,,,,Mental Health Problems,,,,,Homelessness,,,,,,,,,
11167249988,Child Abuse/Neglect,,,Domestic Violence,Crime,,,Drug/Alcohol,,,,,,,,,,,,,Homelessness,,,,,,,,,
11167245164,,,,,,Dental Problems,,,,,,,,,,,,,,,,,,,Lack of Food,,,,,
11167241797,,,,Domestic Violence,,,Cost of Housing,,,,,,,,,Mental Health Problems,,,,,,,,,,,Access to Primary Care,,,
11167232106,Child Abuse/Neglect,,,,Crime,,,,,,"Smoking/Vaping, Tobacco Use",,,,Elder Abuse/Neglect,,,,,,Homelessness,,,,,,,,,
11167227383,,"Chronic Disease (Asthma, Cancer, Diabetes, Heart Disease)",,,,,,Drug/Alcohol,,,"Smoking/Vaping, Tobacco Use",,Gun Violence,,,,,,,,,,,,,,,Teenage Pregnancy,,
11167227065,Child Abuse/Neglect,,,,,,,Drug/Alcohol,,,,,,,,Mental Health Problems,Obesity,,,,,,Senior Care,,,,,,,
11167220640,Child Abuse/Neglect,,Loneliness /Isolation,Domestic Violence,,,,Drug/Alcohol,,,,,,,,,,,,,,,,Access to Specialty Care,,,,,,
11167217319,Child Abuse/Neglect,,,,,,,Drug/Alcohol,,,,,,,,Mental Health Problems,Obesity,,,,,,Senior Care,,,,,,,
11167212890,,,,,,,Cost of Housing,,,,,,,,,Mental Health Problems,,,,Aging Problems,,,,,Lack of Food,,,Teenage Pregnancy,,
11167205603,,,,,,,,Drug/Alcohol,,,,,,,Elder Abuse/Neglect,Mental Health Problems,,,,,,,,Access to Specialty Care,,,,,Dementia/Alzheimer,
11167204119,Child Abuse/Neglect,,,Domestic Violence,Crime,,,,People not Getting Vaccinations/Immunizations,,"Smoking/Vaping, Tobacco Use",,Gun Violence,,,,,,,,,,,,,,,,,
