Respondent ID,ResidencyStatus,Age,Gender,Race,Ethnicity,PrimaryLang,LangOther,MedicalnsuranceType,InsuranceOther,ChildUnder18inHome,Employed,ResidenceType,ResidenceOther,IncomeRange,SizeHousehold,ZipCode,HousingBurdened,MaritalStatus,HighestLevelEd
11169156152,Permanent,60 and over,Female,White,Not Hispanic or Latino,English,,Private insurance,,No,Retired,Own a Home,,"$45,001 to $90,000",1,33948,No,Widowed,Advance Degree (Masters or Doctorate)
11169154802,Permanent,35-59,Female,White,,English,,Medicare/Medicaid,,Yes,Unemployed,Live with Others,,"Less than $15,000",3,33952,Yes,Divorced,Some College
11169153963,Permanent,60 and over,Male,White,Not Hispanic or Latino,English,,Private insurance,,No,Unemployed,Own a Home,,"$45,001 to $90,000",2,33948,Yes,Married,Bachelor's Degree
11169152282,Permanent,60 and over,Male,White,,,,Medicare/Medicaid,,No,Unemployed,Rent a Home,,"Less than $15,000",1,33950,Yes,Single,High School Diploma/GED
11169151581,Permanent,60 and over,Female,White,Not Hispanic or Latino,English,,Medicare/Medicaid,,No,Retired,Own a Home,,"Less than $15,000",1,33948,Yes,Single,Some College
11169150978,Permanent,60 and over,Female,White,,English,,Medicare/Medicaid,,No,Retired,Rent a Home,,"$15,000 to $45,000",1,33983,Yes,Single,Some College
11169148965,Permanent,35-59,Female,White,Not Hispanic or Latino,English,,Private insurance,,Yes,Full Time,Own a Home,,"$90,001 to $150,000",5,33954,No,Married,Bachelor's Degree
11169146608,Permanent,60 and over,Female,White,Not Hispanic or Latino,English,,Medicare/Medicaid,,No,Retired,Own a Home,,"$45,001 to $90,000",2,33948,No,Married,Bachelor's Degree
11169144330,Permanent,18-34,Female,Mixed,Hispanic or Latino,English,,Medicare/Medicaid,,Yes,Full Time,Other (please specify),shelter,"$15,000 to $45,000",3,33948,Yes,Single,Some College
11169143766,Permanent,35-59,Female,Black or African American,Not Hispanic or Latino,English,,Private insurance,,Yes,Full Time,Rent a Home,,"$45,001 to $90,000",2,33983,Yes,Single,Advance Degree (Masters or Doctorate)
11169143497,Permanent,60 and over,Female,White,Not Hispanic or Latino,English,,Medicare/Medicaid,,No,Retired,Own a Home,,,,33953,No,Married,Bachelor's Degree
11169138263,Permanent,18-34,Female,White,Not Hispanic or Latino,English,,Private insurance,,No,Full Time,Own a Home,,"$90,001 to $150,000",2,33980,Yes,Married,Advance Degree (Masters or Doctorate)
11169136558,Permanent,35-59,Male,Black or African American,Not Hispanic or Latino,English,,Private insurance,,Yes,,Other (please specify),transltlaac,"Less than $15,000",1,33916,Yes,Single,
11169135569,Permanent,35-59,Female,White,Not Hispanic or Latino,English,,Private insurance,,No,Full Time,Own a Home,,"$45,001 to $90,000",5,,No,Married,Advance Degree (Masters or Doctorate)
11169133857,Permanent,18-34,Female,White,Not Hispanic or Latino,English,,Medicare/Medicaid,,Yes,Unemployed,Live with Others,,"Less than $15,000",5,33952,Yes,Single,Some High School or Less
11169133183,Permanent,18-34,Female,Black or African American,Not Hispanic or Latino,English,,Medicare/Medicaid,,Yes,Full Time,Other (please specify),homeless,"$15,000 to $45,000",4,33948,Yes,Single,Associate's Degree
11169133084,Permanent,18-34,Female,White,Not Hispanic or Latino,English,,Private insurance,,Yes,Part Time,Own a Home,,"$15,000 to $45,000",4,34286,Yes,Married,Bachelor's Degree
11169129614,Permanent,18-34,Female,Mixed,Not Hispanic or Latino,English,,,,Yes,Full Time,Other (please specify),Homeless,"Less than $15,000",5,33948,Not Sure,Married,High School Diploma/GED
11169129353,Permanent,18-34,Female,White,Not Hispanic or Latino,English,,Medicare/Medicaid,,Yes,Unemployed,Rent a Home,,"$15,000 to $45,000",5,33952,Yes,Divorced,High School Diploma/GED
11169129336,Temporary,35-59,Male,Mixed,Not Hispanic or Latino,English,,Medicare/Medicaid,,Yes,Full Time,Live with Others,,"$15,000 to $45,000",4,33948,Yes,Single,Associate's Degree
11169125217,Permanent,35-59,Female,White,Not Hispanic or Latino,English,,No Insurance,,Yes,Unemployed,Live with Others,,"$15,000 to $45,000",4,33952,Yes,Married,Some College
11169122591,Permanent,60 and over,Female,White,,English,,No Insurance,,No,Part Time,Live with Others,,"Less than $15,000",2,33952,Yes,Divorced,Associate's Degree
11169118008,Permanent,35-59,Female,White,,,,Private insurance,,No,Unemployed,Own a Home,,"$15,000 to $45,000",3,33952,Yes,Married,High School Diploma/GED
11169117451,Temporary,60 and over,Male,Other,,English,,Other (please specify),VA,No,Retired,Other (please specify),n/a,"Less than $15,000",1,33498,,,Associate's Degree
11169115321,Permanent,60 and over,Female,White,Not Hispanic or Latino,English,,Medicare/Medicaid,,No,Unemployed,Own a Home,,"$15,000 to $45,000",1,33954,Yes,Single,Bachelor's Degree
11169112661,Permanent,60 and over,Male,White,Not Hispanic or Latino,English,,Medicare/Medicaid,,No,Retired,Own a Home,,"$90,001 to $150,000",2,33952,No,Married,Advance Degree (Masters or Doctorate)
11169112395,Permanent,60 and over,Female,White,Hispanic or Latino,Spanish,,Medicare/Medicaid,,No,Unemployed,Rent a Home,,"Less than $15,000",1,33950,Yes,Divorced,Some College
11169110225,Permanent,35-59,Female,White,Hispanic or Latino,Other (please specify),Portuguese,Private insurance,,No,Full Time,Own a Home,,"$15,000 to $45,000",2,33952,Not Sure,Married,Bachelor's Degree
11169107368,Permanent,35-59,Male,White,Not Hispanic or Latino,English,,Medicare/Medicaid,,No,Unemployed,Other (please specify),Homeless,"Less than $15,000",0,33948,Yes,Divorced,High School Diploma/GED
11169105275,,,,,,,,,,,,,,,,,,,
11169101025,Permanent,18-34,Male,White,Not Hispanic or Latino,English,,Private insurance,,No,Full Time,Rent a Home,,"$15,000 to $45,000",1,33980,No,Single,Bachelor's Degree
11169098619,Permanent,60 and over,Female,White,,English,,Private insurance,,No,Retired,Own a Home,,"$45,001 to $90,000",1,33947,No,Divorced,Bachelor's Degree
11169096282,Permanent,60 and over,Female,White,Not Hispanic or Latino,English,,Medicare/Medicaid,,No,Retired,Own a Home,,"$45,001 to $90,000",1,33981,No,Widowed,Some College
11169091552,Permanent,60 and over,Female,Black or African American,,,,Private insurance,,No,Part Time,Own a Home,,"$45,001 to $90,000",2,33983,No,Widowed,Bachelor's Degree
11169088964,Temporary,18-34,Female,Black or African American,Not Hispanic or Latino,English,,No Insurance,,No,Part Time,Live with Others,,"$90,001 to $150,000",3,33983,No,Single,Bachelor's Degree
11169084262,Permanent,18-34,Male,White,Not Hispanic or Latino,English,,No Insurance,,No,Unemployed,Live with Others,,"Less than $15,000",3,33952,Yes,Single,High School Diploma/GED
11169080289,Permanent,35-59,Male,Black or African American,Not Hispanic or Latino,Creole,,Medicare/Medicaid,,No,Full Time,Other (please specify),Independent living home,"Less than $15,000",5,34288,Not Sure,Single,High School Diploma/GED
11169078051,Permanent,35-59,Male,White,Not Hispanic or Latino,English,,Private insurance,,Yes,Full Time,Own a Home,,"$90,001 to $150,000",5,33954,No,Married,Bachelor's Degree
11169076744,Permanent,60 and over,Female,White,Not Hispanic or Latino,English,,Medicare/Medicaid,,No,Retired,Other (please specify),house in foreclosure,"Less than $15,000",2,33482,Yes,Single,Bachelor's Degree
11169075073,Permanent,60 and over,Female,White,Not Hispanic or Latino,English,,Medicare/Medicaid,,No,Retired,Own a Home,,"$45,001 to $90,000",1,33948,No,Divorced,Associate's Degree
11169061263,Permanent,60 and over,Female,White,Not Hispanic or Latino,English,,Medicare/Medicaid,,No,Retired,,,,,33948,,,
11169053621,Permanent,35-59,Female,Black or African American,Not Hispanic or Latino,English,,No Insurance,,No,Unemployed,Rent a Home,,"Less than $15,000",1,33950,Not Sure,Single,Associate's Degree
11169050480,Permanent,60 and over,Male,Asian,Not Hispanic or Latino,English,,Private insurance,,No,Retired,Own a Home,,"$45,001 to $90,000",1,33950,No,Single,Advance Degree (Masters or Doctorate)
11169047266,Permanent,35-59,Male,Black or African American,Not Hispanic or Latino,English,,Medicare/Medicaid,,No,Retired,Rent a Home,,"$15,000 to $45,000",1,33954,Yes,Divorced,Some College
11169043223,Permanent,35-59,Female,White,Not Hispanic or Latino,English,,Private insurance,,No,Full Time,Rent a Home,,"Less than $15,000",1,33983,Yes,Divorced,Some College
11169039671,Permanent,60 and over,Male,White,Not Hispanic or Latino,English,,Medicare/Medicaid,,No,Retired,Own a Home,,"$90,001 to $150,000",2,33947,No,Married,Bachelor's Degree
11169036708,Temporary,60 and over,Male,,,English,,Private insurance,,Yes,Retired,Other (please specify),blank,,6,,Yes,Married,Advance Degree (Masters or Doctorate)
11169032638,Seasonal,60 and over,Male,White,Not Hispanic or Latino,English,,Medicare/Medicaid,,No,Retired,Own a Home,,"Over $150,000",2,33950,No,Married,Bachelor's Degree
11169027789,Permanent,60 and over,Female,Other,Hispanic or Latino,Spanish,,Medicare/Medicaid,,No,,Rent a Home,,"$15,000 to $45,000",2,33983,Yes,Married,Some College
11169026199,Permanent,60 and over,Male,White,Not Hispanic or Latino,English,,Private insurance,,No,Retired,Own a Home,,"$45,001 to $90,000",2,33948,No,Married,Bachelor's Degree
11169023793,Permanent,35-59,Male,White,Not Hispanic or Latino,English,,No Insurance,,Yes,Unemployed,Live with Others,,"$15,000 to $45,000",2,33947,Yes,Divorced,Some College
11169021445,Permanent,60 and over,Female,White,Not Hispanic or Latino,English,,,,No,Retired,Own a Home,,,2,33948,No,Married,Advance Degree (Masters or Doctorate)
11169019807,Permanent,60 and over,Male,White,Not Hispanic or Latino,English,,Medicare/Medicaid,,No,Part Time,Own a Home,,"$45,001 to $90,000",2,33981,No,Married,Some College
11169017642,Permanent,,Male,White,Not Hispanic or Latino,English,,Private insurance,,No,Retired,Own a Home,,,2,33948,No,Married,Advance Degree (Masters or Doctorate)
11169016622,Permanent,35-59,Male,Other,Hispanic or Latino,Spanish,,,,No,Full Time,Own a Home,,"$15,000 to $45,000",3,33954,Not Sure,Married,High School Diploma/GED
11169014798,Permanent,60 and over,Female,White,Not Hispanic or Latino,English,,Medicare/Medicaid,,No,Retired,Own a Home,,,2,33948,No,Married,Some College
11169013225,Permanent,60 and over,Female,Black or African American,,English,,Medicare/Medicaid,,No,Full Time,Rent a Home,,"$15,000 to $45,000",1,33952,Yes,Single,Some High School or Less
11169011413,Permanent,60 and over,Female,White,Not Hispanic or Latino,English,,Private insurance,,No,Retired,Own a Home,,"$45,001 to $90,000",1,33952,Not Sure,Divorced,Advance Degree (Masters or Doctorate)
11169009413,Permanent,18-34,Male,Black or African American,Hispanic or Latino,Creole,,Other (please specify),VA,No,Unemployed,Rent a Home,,"Less than $15,000",2,33952,Yes,Single,Some College
11168987777,Permanent,35-59,Female,White,Not Hispanic or Latino,English,,Private insurance,,Yes,Part Time,Own a Home,,"$45,001 to $90,000",5,33983,Not Sure,Married,Advance Degree (Masters or Doctorate)
11168983610,Permanent,35-59,Male,Black or African American,Hispanic or Latino,Spanish,,Private insurance,,Yes,Full Time,Own a Home,,"$45,001 to $90,000",5,,No,Married,High School Diploma/GED
11168978050,Permanent,35-59,Female,White,,,,Medicare/Medicaid,,Yes,Unemployed,Rent a Home,,"Less than $15,000",4,33950,Yes,Single,High School Diploma/GED
11168974990,Permanent,35-59,Male,Black or African American,Not Hispanic or Latino,English,,No Insurance,,No,Unemployed,Own a Home,,"Less than $15,000",4,33952,Yes,Married,Some College
11168972050,Permanent,35-59,,White,Not Hispanic or Latino,English,,No Insurance,,No,,Live with Others,,"$15,000 to $45,000",2,33950,Yes,Single,High School Diploma/GED
11168967764,Permanent,60 and over,Female,Black or African American,Not Hispanic or Latino,English,,Medicare/Medicaid,,No,Retired,Own a Home,,"$15,000 to $45,000",2,33948,Not Sure,Single,Some College
11168965065,Permanent,60 and over,Male,White,Not Hispanic or Latino,English,,Private insurance,,No,Retired,Own a Home,,"$45,001 to $90,000",2,33948,No,Married,Advance Degree (Masters or Doctorate)
11168962007,Permanent,60 and over,Female,White,Not Hispanic or Latino,English,,Medicare/Medicaid,,No,Retired,Own a Home,,"$45,001 to $90,000",2,33948,No,Married,Some College
11168957322,Permanent,60 and over,Male,White,Not Hispanic or Latino,English,,No Insurance,,No,Retired,Live with Others,,"Less than $15,000",1,33948,No,Divorced,Some College
11168953748,Permanent,60 and over,Female,White,Not Hispanic or Latino,English,,No Insurance,,No,Full Time,Own a Home,,"$15,000 to $45,000",3,33948,No,Widowed,High School Diploma/GED
11168948564,,18-34,,White,,English,,No Insurance,,No,Full Time,Live with Others,,"Less than $15,000",5,33948,No,Single,High School Diploma/GED
11168945581,Seasonal,18-34,Female,White,Not Hispanic or Latino,English,,Medicare/Medicaid,,Yes,Full Time,Rent a Home,,"$15,000 to $45,000",4,33983,Not Sure,Single,High School Diploma/GED
11168942824,Permanent,35-59,Male,White,,,,,,No,Part Time,Own a Home,,"$90,001 to $150,000",2,33980,No,Married,Some College
11168940274,Permanent,60 and over,Female,Black or African American,Not Hispanic or Latino,Creole,,No Insurance,,Yes,Retired,Own a Home,,"$15,000 to $45,000",6,,Yes,Married,Some College
11168937866,Permanent,60 and over,Female,Mixed,Not Hispanic or Latino,English,,No Insurance,,No,Retired,Own a Home,,"Less than $15,000",2,33952,Yes,Married,
11168935261,Permanent,60 and over,Female,Black or African American,Not Hispanic or Latino,English,,Medicare/Medicaid,,No,Retired,Own a Home,,"Less than $15,000",2,33983,Yes,Married,Associate's Degree
11168932016,Permanent,60 and over,Female,Black or African American,Not Hispanic or Latino,English,,Private insurance,,No,Retired,Rent a Home,,"$45,001 to $90,000",3,33983,Yes,Married,Associate's Degree
11168788711,Permanent,18-34,Female,White,,,,,,Yes,Full Time,Rent a Home,,"$15,000 to $45,000",3,33983,Yes,Single,Some College
11168783767,Temporary,18-34,Female,White,Not Hispanic or Latino,English,,No Insurance,,No,Unemployed,Other (please specify),homeless,"Less than $15,000",1,33950,Not Sure,Single,High School Diploma/GED
11168778770,Permanent,60 and over,Female,White,,English,,Medicare/Medicaid,,No,Retired,Own a Home,,"$15,000 to $45,000",2,33952,Not Sure,Married,Some College
11168760288,Permanent,35-59,Female,Black or African American,Not Hispanic or Latino,English,,Private insurance,,Yes,Full Time,Rent a Home,,"$15,000 to $45,000",5,33952,No,Divorced,Some College
11168753097,Permanent,18-34,Female,White,Not Hispanic or Latino,English,,No Insurance,,Yes,Part Time,Other (please specify),Approved for Habitat House,"$15,000 to $45,000",2,34288,No,Single,Some High School or Less
11168748328,Permanent,35-59,,White,,English,,Medicare/Medicaid,,Yes,Part Time,Own a Home,,"Less than $15,000",4,33952,Not Sure,Single,High School Diploma/GED
11168741905,Permanent,18-34,Female,Mixed,Hispanic or Latino,English,,Medicare/Medicaid,,Yes,Unemployed,Rent a Home,,"Less than $15,000",4,33952,Yes,Single,High School Diploma/GED
11168735906,Permanent,60 and over,Female,White,Not Hispanic or Latino,English,,Medicare/Medicaid,,No,Retired,Own a Home,,"Less than $15,000",1,33948,Not Sure,Divorced,Some College
11168733906,Permanent,60 and over,Female,Black or African American,Not Hispanic or Latino,English,,Medicare/Medicaid,,No,Retired,Own a Home,,"Less than $15,000",1,33983,Yes,Divorced,Some High School or Less
11168729577,Permanent,60 and over,Female,White,Not Hispanic or Latino,English,,Medicare/Medicaid,,No,Retired,Rent a Home,,"$15,000 to $45,000",1,33980,Not Sure,Single,High School Diploma/GED
11168728711,Permanent,18-34,Female,Other,Hispanic or Latino,English,,Private insurance,,No,Unemployed,Own a Home,,"$15,000 to $45,000",2,33954,Not Sure,Married,Associate's Degree
11168726759,Permanent,,,Black or African American,Not Hispanic or Latino,English,,,,No,Retired,Own a Home,,,1,,No,Widowed,Some College
11168723278,Permanent,60 and over,Male,Black or African American,Not Hispanic or Latino,Creole,,Medicare/Medicaid,,No,Retired,Own a Home,,"Less than $15,000",1,33952,Yes,Divorced,Some High School or Less
11168718852,Permanent,60 and over,Male,White,Not Hispanic or Latino,English,,Medicare/Medicaid,,No,Retired,Rent a Home,,"$15,000 to $45,000",2,33950,No,Married,High School Diploma/GED
11168716255,Permanent,60 and over,Female,Black or African American,Not Hispanic or Latino,English,,Medicare/Medicaid,,No,Full Time,Rent a Home,,"$45,001 to $90,000",2,33983,Yes,Widowed,Associate's Degree
11168712393,Permanent,60 and over,Female,Black or African American,Not Hispanic or Latino,English,,Medicare/Medicaid,,No,Retired,Rent a Home,,"Less than $15,000",1,33952,Yes,Single,Some High School or Less
11168710897,Permanent,60 and over,Male,White,,English,,Other (please specify),VA,No,Self-Employed,Own a Home,,"$15,000 to $45,000",1,33952,Yes,Single,High School Diploma/GED
11168707645,Permanent,35-59,Male,White,Not Hispanic or Latino,English,,Medicare/Medicaid,,No,Unemployed,Own a Home,,"$15,000 to $45,000",2,,Yes,Divorced,Some College
11168699973,Permanent,60 and over,,Black or African American,Not Hispanic or Latino,English,,Medicare/Medicaid,,No,Retired,Own a Home,,,1,33980,Not Sure,Single,Some College
11168699946,Permanent,60 and over,Male,American Indian or Alaska Native,Not Hispanic or Latino,English,,No Insurance,,No,Unemployed,Other (please specify),blank,"Less than $15,000",1,33952,Yes,Divorced,Some College
11168696658,Seasonal,60 and over,Male,White,Not Hispanic or Latino,English,,Private insurance,,No,Retired,,,"$15,000 to $45,000",1,33980,Yes,Single,Advance Degree (Masters or Doctorate)
