RespondID,HealthierMenuOptionsRest,FreeLowCostSportsEquip,AccessTrailsParks,CounselingSupport,WellMaintainedSidewalks,HealthEducationWellnessProg,AffordableSportsRecActiv,FarmersMarkets,CommunityGardens,SmokeFreeEnviron,MentalHealthSupportProg,AdequateAfterSchoolProg,DiversityTolerantPop,AffordableHousing,HighQualJobs,ArtsCulturalEvents,CleanEnviron,TransportationOptions,LowCrimeSafeNeighborhoods,ReligiousSpiritualValues,Churches,QualEducGoodSchools,Other
11169110225,,,Access to Trails and Parks,,,Health Education/Wellness Programs,Affordable Sports and Recreation Activities,Farmers Markets,,,,,,,High Quality Jobs,Arts and Cultural Events,,,,,,,
11169107368,,,,,Well-Maintained Sidewalks,,,,,,,,,Affordable Housing,High Quality Jobs,,,Transportation Options,,,,,
11169105275,Healthier Menu Options at Restaurants,,,,,Health Education/Wellness Programs,Affordable Sports and Recreation Activities,,,Smoke-Free Environment,,,,Affordable Housing,,Arts and Cultural Events,Clean Environment,,,Religious and Spiritual Values,,,
11169101025,,,,Counseling & Support,,Health Education/Wellness Programs,,,,,,,,Affordable Housing,High Quality Jobs,,,,Low Crime/Safe Neighborhoods,,,,
11169098619,,,,,,,,,,,Mental Health Support Programs,,,,,,,,,,,,
11169096282,,,,,,,,Farmers Markets,,Smoke-Free Environment,Mental Health Support Programs,,,,,,Clean Environment,,Low Crime/Safe Neighborhoods,,,,
11169091552,,,,,,,,,,,Mental Health Support Programs,Adequate After-School Programs,,Affordable Housing,,,,Transportation Options,,,,,
11169088964,,Free or Low Cost Sports Equipment,,Counseling & Support,,Health Education/Wellness Programs,,,,,Mental Health Support Programs,,A Diversity-Tolerant Population,,High Quality Jobs,Arts and Cultural Events,,Transportation Options,,Religious and Spiritual Values,,,
11169084262,Healthier Menu Options at Restaurants,,,,Well-Maintained Sidewalks,,,,,,Mental Health Support Programs,,A Diversity-Tolerant Population,,,,,,,,,Quality Education (Good Schools),
11169080289,Healthier Menu Options at Restaurants,Free or Low Cost Sports Equipment,,,Well-Maintained Sidewalks,Health Education/Wellness Programs,Affordable Sports and Recreation Activities,Farmers Markets,Community Gardens,,,,A Diversity-Tolerant Population,Affordable Housing,,,,,,,,,
11169078051,Healthier Menu Options at Restaurants,Free or Low Cost Sports Equipment,,,Well-Maintained Sidewalks,,Affordable Sports and Recreation Activities,,,,,,,Affordable Housing,,,,,,,,,
11169076744,Healthier Menu Options at Restaurants,,,,Well-Maintained Sidewalks,,,Farmers Markets,,,,,,,,,,,,,,,
11169075073,,,,,,Health Education/Wellness Programs,,Farmers Markets,,,Mental Health Support Programs,,,Affordable Housing,,,Clean Environment,,,,,,
11169061263,,,,,,,Affordable Sports and Recreation Activities,,,,,Adequate After-School Programs,,Affordable Housing,High Quality Jobs,,,Transportation Options,Low Crime/Safe Neighborhoods,,,,
11169053621,Healthier Menu Options at Restaurants,Free or Low Cost Sports Equipment,,,,,,,,,Mental Health Support Programs,,,Affordable Housing,High Quality Jobs,,,,,,,,
11169050480,,,,,,,Affordable Sports and Recreation Activities,,,Smoke-Free Environment,,,,,,,Clean Environment,Transportation Options,,,,,
11169047266,,,,,Well-Maintained Sidewalks,,,,,,,,,,High Quality Jobs,,,Transportation Options,,,,,
11169043223,Healthier Menu Options at Restaurants,,,Counseling & Support,,,Affordable Sports and Recreation Activities,,,,Mental Health Support Programs,,,Affordable Housing,,,,,,,,,
11169039671,,,,,,,,,,,,,,,,,Clean Environment,,,,,,
11169036708,,,,,,,,,,,,,,Affordable Housing,,,,,,,,,
11169032638,,,,,,,,,,Smoke-Free Environment,,,,,,,Clean Environment,,,,,,
11169027789,Healthier Menu Options at Restaurants,,,,Well-Maintained Sidewalks,Health Education/Wellness Programs,,Farmers Markets,,,,Adequate After-School Programs,,,,,,Transportation Options,Low Crime/Safe Neighborhoods,,,,
11169026199,,,Access to Trails and Parks,,,,,,,,,,,Affordable Housing,,,Clean Environment,Transportation Options,Low Crime/Safe Neighborhoods,,,,
11169023793,,,,,,,,,,,,,,,High Quality Jobs,,Clean Environment,,Low Crime/Safe Neighborhoods,,,,
11169021445,,,,,,,Affordable Sports and Recreation Activities,Farmers Markets,,,,,,,,,Clean Environment,,,,,,
11169019807,Healthier Menu Options at Restaurants,,,,,,,,,,,,,,,,,,,,,,
11169017642,,,,,,,,Farmers Markets,,,,,,,,,,,,,,,
11169016622,,,,Counseling & Support,,,Affordable Sports and Recreation Activities,,,Smoke-Free Environment,,,,,,,Clean Environment,,,,,Quality Education (Good Schools),
11169014798,,,,,,,,,Community Gardens,,,,,,,,,,,,,,
11169013225,,,,,,,,,,,,,A Diversity-Tolerant Population,Affordable Housing,,,,,Low Crime/Safe Neighborhoods,,,,
11169011413,,,,Counseling & Support,,,,,,,Mental Health Support Programs,Adequate After-School Programs,,,High Quality Jobs,,,,,,,,
11169009413,,Free or Low Cost Sports Equipment,,,,,Affordable Sports and Recreation Activities,,,,Mental Health Support Programs,,A Diversity-Tolerant Population,,High Quality Jobs,,,Transportation Options,,,,,
11168987777,,Free or Low Cost Sports Equipment,,,,,,,,,Mental Health Support Programs,,,,,,Clean Environment,Transportation Options,Low Crime/Safe Neighborhoods,,,,
11168983610,,Free or Low Cost Sports Equipment,,,,,,,,,Mental Health Support Programs,,,,,,Clean Environment,Transportation Options,Low Crime/Safe Neighborhoods,,,,
11168978050,,Free or Low Cost Sports Equipment,,,,Health Education/Wellness Programs,,,,,,Adequate After-School Programs,,Affordable Housing,,,Clean Environment,,,,,,
11168974990,,,,Counseling & Support,,Health Education/Wellness Programs,,Farmers Markets,,,Mental Health Support Programs,,,,High Quality Jobs,,,,Low Crime/Safe Neighborhoods,,,,
11168972050,,,,Counseling & Support,,Health Education/Wellness Programs,,,,,Mental Health Support Programs,Adequate After-School Programs,,Affordable Housing,,,,Transportation Options,,,,,
11168967764,,,Access to Trails and Parks,,Well-Maintained Sidewalks,,,,,,,,,,,,,Transportation Options,Low Crime/Safe Neighborhoods,,,,
11168965065,,,,,,,,,,,Mental Health Support Programs,,,Affordable Housing,,,,,,,,,
11168962007,,,,,Well-Maintained Sidewalks,Health Education/Wellness Programs,,,,,,,,Affordable Housing,,,,Transportation Options,Low Crime/Safe Neighborhoods,,,,
11168957322,,,,Counseling & Support,,,,,Community Gardens,,,,,,High Quality Jobs,Arts and Cultural Events,,,Low Crime/Safe Neighborhoods,,,,
11168953748,,,,,,,,Farmers Markets,,,,,,Affordable Housing,,,Clean Environment,,Low Crime/Safe Neighborhoods,Religious and Spiritual Values,,,
11168948564,,,Access to Trails and Parks,,,,Affordable Sports and Recreation Activities,,,,,,,,High Quality Jobs,,,,Low Crime/Safe Neighborhoods,Religious and Spiritual Values,,,
11168945581,,Free or Low Cost Sports Equipment,Access to Trails and Parks,,,,,,,,,,,,,,,,,,,,
11168942824,,,,,,,,,,,,,,,,,,,,,Churches,,
11168940274,,,,Counseling & Support,,,,,,,,,,Affordable Housing,High Quality Jobs,Arts and Cultural Events,,,,,,Quality Education (Good Schools),
11168937866,,,,,,Health Education/Wellness Programs,Affordable Sports and Recreation Activities,Farmers Markets,,,Mental Health Support Programs,,,Affordable Housing,High Quality Jobs,,,,Low Crime/Safe Neighborhoods,,,Quality Education (Good Schools),
11168935261,Healthier Menu Options at Restaurants,Free or Low Cost Sports Equipment,,,,Health Education/Wellness Programs,,,,,,,,,,,,Transportation Options,,,,,
11168932016,Healthier Menu Options at Restaurants,,Access to Trails and Parks,,,,Affordable Sports and Recreation Activities,Farmers Markets,,,,,,Affordable Housing,,,,,,,Churches,,
11168788711,,,,,,,,,,,,,,Affordable Housing,,,,,,,,,
11168783767,Healthier Menu Options at Restaurants,,,,Well-Maintained Sidewalks,,,,,,Mental Health Support Programs,,,Affordable Housing,,Arts and Cultural Events,,,,,,,
11168778770,,,,Counseling & Support,,,,Farmers Markets,,,Mental Health Support Programs,,,Affordable Housing,,,Clean Environment,,,,,,
11168760288,,,,,,,,,,,,,,Affordable Housing,High Quality Jobs,,Clean Environment,Transportation Options,Low Crime/Safe Neighborhoods,,,Quality Education (Good Schools),
11168753097,,,,Counseling & Support,,Health Education/Wellness Programs,,,,,Mental Health Support Programs,,,Affordable Housing,High Quality Jobs,,,,,,,,
11168748328,,,,,,,Affordable Sports and Recreation Activities,,,,,,,,High Quality Jobs,,,,,,,,
11168741905,Healthier Menu Options at Restaurants,,Access to Trails and Parks,Counseling & Support,Well-Maintained Sidewalks,Health Education/Wellness Programs,,,Community Gardens,,Mental Health Support Programs,Adequate After-School Programs,,Affordable Housing,High Quality Jobs,Arts and Cultural Events,Clean Environment,Transportation Options,Low Crime/Safe Neighborhoods,Religious and Spiritual Values,Churches,,
11168735906,,,,,,Health Education/Wellness Programs,Affordable Sports and Recreation Activities,Farmers Markets,,,,,,Affordable Housing,,Arts and Cultural Events,,,,,,,
11168733906,Healthier Menu Options at Restaurants,,,Counseling & Support,,,,,,Smoke-Free Environment,Mental Health Support Programs,,,,,,Clean Environment,,,,,Quality Education (Good Schools),
11168729577,,,,,,,,,,Smoke-Free Environment,,Adequate After-School Programs,,,High Quality Jobs,,,Transportation Options,,,,Quality Education (Good Schools),
11168728711,,,,,,Health Education/Wellness Programs,,Farmers Markets,,,,Adequate After-School Programs,,,High Quality Jobs,,,,,,,Quality Education (Good Schools),
11168726759,,,,,,,,,,,,,,,,,,,,,,,
11168723278,,,,,,,,Farmers Markets,,,Mental Health Support Programs,,,,High Quality Jobs,,,,Low Crime/Safe Neighborhoods,,,Quality Education (Good Schools),
11168718852,,,,,Well-Maintained Sidewalks,Health Education/Wellness Programs,,,,,Mental Health Support Programs,,,Affordable Housing,High Quality Jobs,,,,,,,,
11168716255,,,,Counseling & Support,,,,,,Smoke-Free Environment,,,,,,,,Transportation Options,,,,,
11168712393,,Free or Low Cost Sports Equipment,,,Well-Maintained Sidewalks,,,,,,,,,Affordable Housing,,,Clean Environment,,,,,Quality Education (Good Schools),
11168710897,,,,,,,,Farmers Markets,,,Mental Health Support Programs,,,,,,,,,,,,
11168707645,,,,,,,,,,,,,,,,,,,,,,,
11168699973,,,,,,,,,,,,,,,,,,,,,,,
11168699946,,,,,,,,Farmers Markets,Community Gardens,,,,,,High Quality Jobs,,,Transportation Options,,,,,
11168696658,Healthier Menu Options at Restaurants,,,,,,,,,,,,,,,,,,,,,,
11168694316,,,,,,,Affordable Sports and Recreation Activities,,,,,,,Affordable Housing,,,,,Low Crime/Safe Neighborhoods,Religious and Spiritual Values,,,
11168691332,,,,,,,,,,,Mental Health Support Programs,,,Affordable Housing,High Quality Jobs,,,Transportation Options,,,,,
11168684025,,,,,,,,,,,,,A Diversity-Tolerant Population,Affordable Housing,,Arts and Cultural Events,,,,Religious and Spiritual Values,Churches,,
11168682452,,,,,,,,Farmers Markets,,,,,,Affordable Housing,High Quality Jobs,,Clean Environment,,,,,,
11168680256,,,,,,,,,,,,,,,,,,,,,,,
11168674752,,,Access to Trails and Parks,,Well-Maintained Sidewalks,,,,,,,,,Affordable Housing,,,,Transportation Options,Low Crime/Safe Neighborhoods,,,,
11168674651,,Free or Low Cost Sports Equipment,,,,,Affordable Sports and Recreation Activities,Farmers Markets,,,Mental Health Support Programs,,,,,,,,Low Crime/Safe Neighborhoods,,,,
11168670412,,Free or Low Cost Sports Equipment,,Counseling & Support,,Health Education/Wellness Programs,,Farmers Markets,,,Mental Health Support Programs,,,Affordable Housing,,,Clean Environment,,,Religious and Spiritual Values,Churches,,
11168665608,Healthier Menu Options at Restaurants,,,Counseling & Support,,,,,,,Mental Health Support Programs,,,Affordable Housing,,,,Transportation Options,,,,,
11168661093,Healthier Menu Options at Restaurants,,,,,,,Farmers Markets,,Smoke-Free Environment,,,,Affordable Housing,,Arts and Cultural Events,,,,,,,
11168657433,Healthier Menu Options at Restaurants,,,,,,,,,,Mental Health Support Programs,,A Diversity-Tolerant Population,,,,,Transportation Options,,Religious and Spiritual Values,,,
11168555676,,Free or Low Cost Sports Equipment,,Counseling & Support,Well-Maintained Sidewalks,,Affordable Sports and Recreation Activities,,,,Mental Health Support Programs,,,,,,,,,,,,
11168554852,,,,,,,,,,,,,,,,,,,,Religious and Spiritual Values,Churches,,
11168545071,,,,,,,,,,,Mental Health Support Programs,,,,High Quality Jobs,,,Transportation Options,Low Crime/Safe Neighborhoods,,,Quality Education (Good Schools),
11168540351,,,,,,,Affordable Sports and Recreation Activities,,,,,Adequate After-School Programs,,,High Quality Jobs,,,,,,,,
11168536382,,,,,,,,,,,,Adequate After-School Programs,,,,,,,,,,,
11168525216,,,,,Well-Maintained Sidewalks,,,Farmers Markets,,Smoke-Free Environment,,,,,,,Clean Environment,,,,,,
11168520917,Healthier Menu Options at Restaurants,Free or Low Cost Sports Equipment,Access to Trails and Parks,Counseling & Support,Well-Maintained Sidewalks,Health Education/Wellness Programs,Affordable Sports and Recreation Activities,Farmers Markets,Community Gardens,Smoke-Free Environment,Mental Health Support Programs,Adequate After-School Programs,A Diversity-Tolerant Population,Affordable Housing,High Quality Jobs,Arts and Cultural Events,Clean Environment,Transportation Options,Low Crime/Safe Neighborhoods,Religious and Spiritual Values,Churches,Quality Education (Good Schools),
11168520286,,,Access to Trails and Parks,,Well-Maintained Sidewalks,,,Farmers Markets,Community Gardens,,,,,,,,Clean Environment,,,,,Quality Education (Good Schools),
11168515917,,,,,,,,,Community Gardens,,Mental Health Support Programs,,,Affordable Housing,,,Clean Environment,Transportation Options,,,,,
11167625375,Healthier Menu Options at Restaurants,,,,,,,,,,,Adequate After-School Programs,,,,,,,,,,Quality Education (Good Schools),
11167431696,,,Access to Trails and Parks,,Well-Maintained Sidewalks,,Affordable Sports and Recreation Activities,,,,,,,,,,,,,,,,More access for dogs.
11167371497,,,,,,,,Farmers Markets,,,Mental Health Support Programs,,,Affordable Housing,High Quality Jobs,,,Transportation Options,,,,,
11167368685,,,,,,,,,,Smoke-Free Environment,,,,Affordable Housing,,,,,,Religious and Spiritual Values,Churches,,
11167363899,,,,Counseling & Support,,,Affordable Sports and Recreation Activities,,,,Mental Health Support Programs,,,,High Quality Jobs,,,,,,,,Computer and Technology classes
11167361483,,,,,,,,,,,,,,,,,,,,Religious and Spiritual Values,,,
11167355328,,,,,,,,,,,,Adequate After-School Programs,,,,,,,Low Crime/Safe Neighborhoods,,,,
11167355078,,,,Counseling & Support,,,,,Community Gardens,Smoke-Free Environment,Mental Health Support Programs,,,Affordable Housing,,,,Transportation Options,,,,,
11167347456,,,,Counseling & Support,,,,,,,Mental Health Support Programs,,,Affordable Housing,High Quality Jobs,,,Transportation Options,Low Crime/Safe Neighborhoods,,,,
11167340559,,,,Counseling & Support,,Health Education/Wellness Programs,,,,,,,,Affordable Housing,,,Clean Environment,Transportation Options,,,,,
11167332746,,,,,,,,Farmers Markets,Community Gardens,,Mental Health Support Programs,,,,,,Clean Environment,,Low Crime/Safe Neighborhoods,,,,
11167331627,,,,,,,,Farmers Markets,,,,,,,,,,,,,,,
11167326695,,,,,,,Affordable Sports and Recreation Activities,,,,,,,Affordable Housing,High Quality Jobs,,,Transportation Options,,,,,
11167324290,,,Access to Trails and Parks,,,,,Farmers Markets,,,,Adequate After-School Programs,,,,,,Transportation Options,Low Crime/Safe Neighborhoods,,,,
11167323591,,Free or Low Cost Sports Equipment,,,,Health Education/Wellness Programs,,Farmers Markets,,,,,,Affordable Housing,,,Clean Environment,,,,,,
11167323157,,,,,,,,,,,Mental Health Support Programs,Adequate After-School Programs,,Affordable Housing,High Quality Jobs,,,,,,,Quality Education (Good Schools),
11167320154,,,,Counseling & Support,,,,,,,Mental Health Support Programs,,,Affordable Housing,High Quality Jobs,,,,Low Crime/Safe Neighborhoods,,,,
11167314128,,,,,,,,,,,Mental Health Support Programs,Adequate After-School Programs,,Affordable Housing,High Quality Jobs,,,,,,,Quality Education (Good Schools),
11167313784,,,,,,,,,,,Mental Health Support Programs,,,Affordable Housing,,Arts and Cultural Events,,,,,,,
11167311362,,,,,,,,,,,,,,,,,,,,,,,
11167303084,,,,,,,,,,,,,,Affordable Housing,High Quality Jobs,,,Transportation Options,,,,,
11167295215,,Free or Low Cost Sports Equipment,,,,,Affordable Sports and Recreation Activities,,,,Mental Health Support Programs,,,,,Arts and Cultural Events,,,,,,Quality Education (Good Schools),
11167287819,,,,,,Health Education/Wellness Programs,,,,,,,,Affordable Housing,High Quality Jobs,Arts and Cultural Events,Clean Environment,,,,Churches,,
11167284362,,Free or Low Cost Sports Equipment,,Counseling & Support,,,,,,Smoke-Free Environment,Mental Health Support Programs,,,,,,,Transportation Options,,,,Quality Education (Good Schools),
11167280863,Healthier Menu Options at Restaurants,,Access to Trails and Parks,,,,,,,Smoke-Free Environment,,,,,High Quality Jobs,,,,,,,,High paying jobs
11167274556,Healthier Menu Options at Restaurants,,,,,,,,Community Gardens,,Mental Health Support Programs,,,Affordable Housing,,,Clean Environment,,Low Crime/Safe Neighborhoods,,,,
11167266176,,,Access to Trails and Parks,,,,Affordable Sports and Recreation Activities,,,,Mental Health Support Programs,,,Affordable Housing,,,,Transportation Options,,,,,
11167261821,,,,,,Health Education/Wellness Programs,Affordable Sports and Recreation Activities,Farmers Markets,,,,,,Affordable Housing,High Quality Jobs,,,,,,,,
