RespondID,No,PrimaryCare,EmergencyCare,DentalAdult,DentalChild,Hospital,Pediatric,Specialty,PharmacyMedication,MentalBehavioral,LegalCounsel,FoodPantryMeals,Shelter,UtilitiesAssistance,ChildCare,RentalHousingAssistance,SupportGroups,PreNatalMaternity,SubstanceAbuseTreatment,Other
11109079615,,,, Dental Care ,,,,,,,,,,,,,,,,
11108887200,,"Yes, Primary Care",, Dental Care ,,,,,,, Legal Counsel,, Shelter,,, Rental/Housing Assistance,,, Substance Abuse Treatment,
11108835574,,"Yes, Primary Care",,,,,,,, Mental & Behavioral Health Care,, Food Pantries/Meals, Shelter,,, Rental/Housing Assistance,,,,
11108428099,No,,,,,,,,,,,,,,,,,,,
11108061724,,,,, Dental Care (for Children),,,,,,,,,,,,,,,
11108019811,,"Yes, Primary Care",, Dental Care ,,,,,,,,,,,,,,,,specialty eye care
11107712672,,,,,,,,,,, Legal Counsel,,,,,,,,,
11107537628,No,,,,,,,,,,,,,,,,,,,
11107500544,No,,,,,,,,,,,,,,,,,,,
11107423044,,,,,,,,,,,,,,,,,,,,
11105126060,,"Yes, Primary Care",, Dental Care , Dental Care (for Children), Hospital Care,, Specialty Care (Specify Under Other),, Mental & Behavioral Health Care, Legal Counsel, Food Pantries/Meals, Shelter, Utilities Assistance,, Rental/Housing Assistance,,,,
11104818860,,,,,,,,,,,,,,,, Rental/Housing Assistance,,,,
11104785855,,,, Dental Care , Dental Care (for Children),,,,,,,,,,, Rental/Housing Assistance,,,,
11104720324,,"Yes, Primary Care","Yes, Emergency Care", Dental Care , Dental Care (for Children), Hospital Care,,,,,,,,,,,,,,
11104713519,,,,,,,,,,,,,,,,,,,,This should not be a tax base funded concern
11104400961,,"Yes, Primary Care",,,,,, Specialty Care (Specify Under Other),,,,,,,,,,,,cardiologists specializing in valve replacement patients
11104346556,,,, Dental Care , Dental Care (for Children),,,,,,,, Shelter,, Child Care,,,,,
11104339895,No,,,,,,,,,,,,,,,,,,,
11104237451,,"Yes, Primary Care",, Dental Care ,,,,,,,,,,,,,,,,
11104219068,,,,, Dental Care (for Children),, Pediatric Care,,, Mental & Behavioral Health Care,,,,, Child Care, Rental/Housing Assistance,, Pre-Natal or Maternity Care,,
11104011162,No,,,,,,,,,,,,,,,,,,,
11102466994,,"Yes, Primary Care",, Dental Care ,,,,,, Mental & Behavioral Health Care,,,,,, Rental/Housing Assistance,,,,
11102466724,,,,,,,,,,,,,,,,,,,,
11102434313,,,,,,,,,"Yes, Pharmacy/Medication",,,,,,,,,,,
11102325647,,"Yes, Primary Care","Yes, Emergency Care",,, Hospital Care,, Specialty Care (Specify Under Other),,,,,,,,,,,,
11102276269,,,,,,,,,,,,,,,,,,,,
11102244388,,,,,,,,,,,,,,,, Rental/Housing Assistance,,,,
11102151336,,,,,,,,,,, Legal Counsel,,,,,,,, Substance Abuse Treatment,
11102143346,,,,,,,,,,, Legal Counsel,,,,,,,,,
11102107869,,,,,,,,,, Mental & Behavioral Health Care, Legal Counsel, Food Pantries/Meals,,, Child Care, Rental/Housing Assistance,,,,
11102100247,No,,,,,,,,,,,,,,,,,,,
11102082237,,"Yes, Primary Care",, Dental Care , Dental Care (for Children),,,,"Yes, Pharmacy/Medication", Mental & Behavioral Health Care, Legal Counsel,, Shelter, Utilities Assistance, Child Care,, Support Groups,,,
11102065324,,,, Dental Care ,,,,,"Yes, Pharmacy/Medication",,,,,,,,,,,
11102056462,No,,,,,,,,,,,,,,,,,,,
11102048481,,,,,,,,,,,,, Shelter,, Child Care, Rental/Housing Assistance,,,,
11102040776,No,,,,,,,,,,,,,,,,,,,
11101855652,,"Yes, Primary Care",, Dental Care , Dental Care (for Children),,,,, Mental & Behavioral Health Care, Legal Counsel,,, Utilities Assistance,, Rental/Housing Assistance,,,,
11101838383,No,,,,,,,,,,,,,,,,,,,
11101804749,,,,,,,,,,, Legal Counsel,,,, Child Care, Rental/Housing Assistance,,,,
11101798549,,,,,,,,,,,,,,, Child Care, Rental/Housing Assistance,,,,
11101785276,,,, Dental Care ,,,,,"Yes, Pharmacy/Medication", Mental & Behavioral Health Care, Legal Counsel,,, Utilities Assistance,, Rental/Housing Assistance,,,,
11101784122,,,, Dental Care ,,,,,, Mental & Behavioral Health Care,, Food Pantries/Meals,,,, Rental/Housing Assistance,,,,
11101739923,No,,,,,,,,,,,,,,,,,,,
11101689856,,"Yes, Primary Care",,,, Hospital Care,, Specialty Care (Specify Under Other),, Mental & Behavioral Health Care,,,,,,,,,,
11101632162,,"Yes, Primary Care",, Dental Care , Dental Care (for Children),,,,, Mental & Behavioral Health Care,,, Shelter, Utilities Assistance, Child Care, Rental/Housing Assistance,,, Substance Abuse Treatment,
11101624453,,"Yes, Primary Care",,,,,,,,,,,, Utilities Assistance,,,,,,
11101612395,,,,,,,,,,,,,, Utilities Assistance, Child Care, Rental/Housing Assistance,,,,
11101367995,,,,,,,, Specialty Care (Specify Under Other),, Mental & Behavioral Health Care,,,,, Child Care,,,,,
11101302154,,,, Dental Care ,,,,,,,,,,,,,,,,
11101191126,,"Yes, Primary Care",,,,,,,,,,,,,,,,,,
11101136416,,,,,,, Pediatric Care,,,,,,,,,,,,,
11101127275,,,,,,, Pediatric Care,,,,,,,,,,,, Substance Abuse Treatment,
11101116884,,"Yes, Primary Care",,,,,,,,,,,,,,,,,,
11101096270,,,,,,,,,, Mental & Behavioral Health Care, Legal Counsel,,,,,,,,,
11101086267,,,,,,,,,,,,,,,,,,,,
11101084010,,"Yes, Primary Care",, Dental Care , Dental Care (for Children),,,,,,,, Shelter,,,,,,,
11101077356,,,,,,,,,, Mental & Behavioral Health Care,,,, Utilities Assistance,, Rental/Housing Assistance,,,,
11101069939,,"Yes, Primary Care",, Dental Care ,,,,,,,,,,,, Rental/Housing Assistance,,,,
11101061594,,,,,,,,,,,,,,,,,,,,
11100878408,,,, Dental Care ,,,,,, Mental & Behavioral Health Care,,, Shelter,, Child Care,, Support Groups,, Substance Abuse Treatment,
11099422949,,"Yes, Primary Care",,,,,,,,,,,,,,,,,,
11099413239,,,,,,,,,,,,,,,, Rental/Housing Assistance,,,,
11099404994,No,,,,,,,,,,,,,,,,,,,
11099402041,,,,,,,,,,,,,,,,,,,,Specialists and other doctors that are willing to take self paying patients
11099390340,,,, Dental Care ,,,,,, Mental & Behavioral Health Care,, Food Pantries/Meals,,,, Rental/Housing Assistance,,,,
11099382423,,,, Dental Care ,,,,,, Mental & Behavioral Health Care,,,,,,,,, Substance Abuse Treatment,
11099374892,,"Yes, Primary Care",, Dental Care , Dental Care (for Children), Hospital Care,,,,,,,,,,,,,,
11099281879,,,,,,,,,,,,,,, Child Care,,,,,
11099264739,,,, Dental Care ,,,,,,,,, Shelter,,,,,,,
11099253577,,,,,,,,,,,,,,,,,,,,
11099112454,,"Yes, Primary Care",, Dental Care , Dental Care (for Children),,,,, Mental & Behavioral Health Care, Legal Counsel,,, Utilities Assistance, Child Care, Rental/Housing Assistance, Support Groups, Pre-Natal or Maternity Care, Substance Abuse Treatment,
11098763900,,,,,,,,,,,,,,,,,,,,
11098658430,,,,,,, Pediatric Care, Specialty Care (Specify Under Other),, Mental & Behavioral Health Care,,,,,,,, Pre-Natal or Maternity Care,,"obgyns, psychiatrists, rheumatology"
11098489263,,,,,,,,,,,,,,,,,,,,
11098041921,,,,,,,,,,,,,,,,,,,,
11097954232,,,"Yes, Emergency Care",,,,,,, Mental & Behavioral Health Care,,,,,,,,, Substance Abuse Treatment,Dementia care facilities
11097070634,,,, Dental Care ,,,,,,, Legal Counsel,,,,, Rental/Housing Assistance, Support Groups,, Substance Abuse Treatment,
11096825795,,,,,, Hospital Care,,,, Mental & Behavioral Health Care, Legal Counsel,,,,,,,,,
11095985800,,,,,,,,,,,,,,,,,,,,
11095768072,,,,,,,,,, Mental & Behavioral Health Care, Legal Counsel,,,,,, Support Groups,,,
11095716349,,,,,,,,,,,,,,,,,,,,I went without a dentist for 8 years because the dental plan I had only allowed me 1 clinic which was not accepting new patients.  Best day of my life when my former employer canned that plan & switched to a new provider & I finally could see a dentist again.   I spent 5 years without a doctor for basically the same reason before finally securing a doctor.
11095520990,,,,,,,,,,,,,,,,,,,,
11094680315,,"Yes, Primary Care",,,, Hospital Care,,,"Yes, Pharmacy/Medication",,,,,,,,,,,
11094662841,,"Yes, Primary Care","Yes, Emergency Care", Dental Care , Dental Care (for Children), Hospital Care,,,"Yes, Pharmacy/Medication", Mental & Behavioral Health Care, Legal Counsel,, Shelter,,, Rental/Housing Assistance, Support Groups,, Substance Abuse Treatment,
11094510771,,"Yes, Primary Care",, Dental Care ,,,, Specialty Care (Specify Under Other),, Mental & Behavioral Health Care,, Food Pantries/Meals,,,, Rental/Housing Assistance, Support Groups,,,HIV/AIDS
11094155594,,,, Dental Care ,,,,,,,,,,,,,,,,
11093921002,,,,,, Hospital Care,,,,,, Food Pantries/Meals,,, Child Care,,,,,
11093843703,,"Yes, Primary Care",, Dental Care ,,, Pediatric Care,,, Mental & Behavioral Health Care, Legal Counsel,,,,,,, Pre-Natal or Maternity Care,,
11093678186,,,,,,,,,, Mental & Behavioral Health Care,, Food Pantries/Meals,,,, Rental/Housing Assistance,,,,
11093632526,,"Yes, Primary Care","Yes, Emergency Care",,, Hospital Care,,,,,,,,,, Rental/Housing Assistance,,,,
11093457011,,,,,,,,,, Mental & Behavioral Health Care,,, Shelter,, Child Care,, Support Groups,, Substance Abuse Treatment,
11093147355,No,,,,,,,,,,,,,,,,,,,
11093145563,,,,,,,,,,,,,,,,,,,,
11093052831,No,,,,,,,,,,,,,,,,,,,
11093035061,No,,,,,,,,,,,,,,,,,,,
11092933138,,,,,,,,,,,,,,,,,,,,
11092334467,,,,,,,,,"Yes, Pharmacy/Medication", Mental & Behavioral Health Care,,, Shelter,, Child Care, Rental/Housing Assistance,,, Substance Abuse Treatment,
11091488082,,,,,,, Pediatric Care,,, Mental & Behavioral Health Care,,,,,,,, Pre-Natal or Maternity Care,,
11091437803,,,,,,,,,,,,,,,, Rental/Housing Assistance,,,,
11091203335,No,,,,,,,,,,,,,,,,,,,
11091173612,,,,,,,,,,,,,,,, Rental/Housing Assistance,,,,
11091129006,,"Yes, Primary Care",, Dental Care , Dental Care (for Children),,,,, Mental & Behavioral Health Care,,,,,, Rental/Housing Assistance,,,,
11091121161,,"Yes, Primary Care",, Dental Care ,,,,,"Yes, Pharmacy/Medication", Mental & Behavioral Health Care, Legal Counsel,, Shelter,, Child Care, Rental/Housing Assistance,,, Substance Abuse Treatment,
11091090734,,,,,,,,,,, Legal Counsel,, Shelter,,, Rental/Housing Assistance,, Pre-Natal or Maternity Care,,
11091078423,No,,,,,,,,,,,,,,,,,,,
11090982851,,,,,,,,,, Mental & Behavioral Health Care, Legal Counsel,, Shelter, Utilities Assistance,, Rental/Housing Assistance, Support Groups, Pre-Natal or Maternity Care, Substance Abuse Treatment,
11090816132,,,,,,,,,, Mental & Behavioral Health Care,, Food Pantries/Meals,,,,,,, Substance Abuse Treatment,
11090807748,No,,,,,,,,,,,,,,,,,,,
11090788335,,,,,,,,,,,,,,,,,,,,
11090781587,,,, Dental Care ,,,,,,,,, Shelter,,, Rental/Housing Assistance,,,,
11090751355,,,,,,,, Specialty Care (Specify Under Other),,,,,,,,,,,,
11090723740,,,,,,,,,,,,,, Utilities Assistance,, Rental/Housing Assistance, Support Groups,,,
11090681960,,,,, Dental Care (for Children),,,,"Yes, Pharmacy/Medication", Mental & Behavioral Health Care,,, Shelter,,, Rental/Housing Assistance,,, Substance Abuse Treatment,
11090676720,No,,,,,,,,,,,,,,,,,,,
11090676567,,,, Dental Care ,,,,,"Yes, Pharmacy/Medication", Mental & Behavioral Health Care, Legal Counsel, Food Pantries/Meals, Shelter,,, Rental/Housing Assistance,,, Substance Abuse Treatment,
11090671459,,,,,,,,,,, Legal Counsel,,,, Child Care, Rental/Housing Assistance,, Pre-Natal or Maternity Care,,
11090663906,,,,,,,,,, Mental & Behavioral Health Care,,,,,,,,,,Children services are serious lacking for effective referrals
11090602507,,"Yes, Primary Care",,, Dental Care (for Children),, Pediatric Care, Specialty Care (Specify Under Other),, Mental & Behavioral Health Care, Legal Counsel,,,,,,,,,"Ear , Nose and Throat Doctors"
11090575831,,,,,,,,,, Mental & Behavioral Health Care,,,,, Child Care, Rental/Housing Assistance,,,,
11090453021,,,,,,,, Specialty Care (Specify Under Other),, Mental & Behavioral Health Care,,,,,,,,,,
11090438919,,"Yes, Primary Care",,,,,,,,,,,,,,,,,,
11090428581,,,,,,,,,, Mental & Behavioral Health Care,,,,, Child Care,,,,,
11090390595,,"Yes, Primary Care",, Dental Care ,, Hospital Care,, Specialty Care (Specify Under Other),"Yes, Pharmacy/Medication", Mental & Behavioral Health Care, Legal Counsel,,,,,, Support Groups,,,"CARDIAC SPECIALTY CARE, DIABETES SPECIALTY CARE"
11090380676,,"Yes, Primary Care",,,,,,,, Mental & Behavioral Health Care,,, Shelter,,, Rental/Housing Assistance,,, Substance Abuse Treatment,
11090378197,,,,,,, Pediatric Care,,,,,,,,,,,,,
11090364488,No,,,,,,,,,,,,,,,,,,,
11090329265,,,,, Dental Care (for Children),, Pediatric Care,,,, Legal Counsel,,,,,,,,,
11090327319,,,,,,,,,,,,,,,,,,,,
11090301066,,,,,,,,,,,,,,,,, Support Groups,,,
11090288915,No,,,,,,,,,,,,,,,,,,,
11090243700,,,,,,,,,, Mental & Behavioral Health Care,,, Shelter,,, Rental/Housing Assistance,,, Substance Abuse Treatment,Why isn't PUBLIC TRANSPORTATION  on this list?
11090235765,,"Yes, Primary Care",, Dental Care ,,,,,, Mental & Behavioral Health Care,,, Shelter,,, Rental/Housing Assistance, Support Groups,, Substance Abuse Treatment,
11090234171,,,,,,,, Specialty Care (Specify Under Other),,,,, Shelter, Utilities Assistance,, Rental/Housing Assistance, Support Groups,,,
11090220983,,,, Dental Care , Dental Care (for Children),, Pediatric Care,,, Mental & Behavioral Health Care,, Food Pantries/Meals, Shelter,, Child Care, Rental/Housing Assistance,, Pre-Natal or Maternity Care, Substance Abuse Treatment,
11090218854,,,, Dental Care ,,,,,"Yes, Pharmacy/Medication", Mental & Behavioral Health Care,,, Shelter, Utilities Assistance, Child Care, Rental/Housing Assistance,,,,
11090207281,,"Yes, Primary Care",, Dental Care , Dental Care (for Children),,,,, Mental & Behavioral Health Care, Legal Counsel, Food Pantries/Meals, Shelter, Utilities Assistance,, Rental/Housing Assistance,,,,
11090206542,,"Yes, Primary Care",,,, Hospital Care,,,,,, Food Pantries/Meals, Shelter,,,,,,,
11090194688,No,,,,,,,,,,,,,,,,,,,
11090193552,,,, Dental Care ,,,,,,,,,,,, Rental/Housing Assistance,,,,
11090189281,,"Yes, Primary Care",, Dental Care ,,,,,,, Legal Counsel,,,,, Rental/Housing Assistance,,,,
11090175564,,,,,,,,,,,,,,,,,,,,
11090174775,,"Yes, Primary Care",, Dental Care , Dental Care (for Children),, Pediatric Care,,, Mental & Behavioral Health Care, Legal Counsel,, Shelter, Utilities Assistance, Child Care,, Support Groups,, Substance Abuse Treatment,
11090131827,No,,,,,,,,,,,,,,,,,,,
11090130887,No,,,,,,,,,,,,,,,,,,,
11090121831,No,,,,,,,,,,,,,,,,,,,
11089840696,,"Yes, Primary Care",,,,,,,,,,,,,,,,,,
11089384908,,,,, Dental Care (for Children),, Pediatric Care,,, Mental & Behavioral Health Care,, Food Pantries/Meals,,,,,, Pre-Natal or Maternity Care, Substance Abuse Treatment,
11089338487,,,,,,,,,,,,,,,,,,,,
11089055993,No,,,,,,,,,,,,,,,,,,,
11089031545,,,,,,,,,"Yes, Pharmacy/Medication", Mental & Behavioral Health Care,,,,, Child Care,,, Pre-Natal or Maternity Care,,
11089018119,,,,,,, Pediatric Care,,, Mental & Behavioral Health Care,,, Shelter,,,,,,,Our county needs a not-for profit hospital!
11089003601,No,,,,,,,,,,,,,,,,,,,
11088182689,,,,,,,,,, Mental & Behavioral Health Care,,,,,,,,,,
11088094453,,"Yes, Primary Care",,,, Hospital Care, Pediatric Care,,, Mental & Behavioral Health Care,,,,,,,, Pre-Natal or Maternity Care,,Good Quality
11088090419,,,,,,,,,, Mental & Behavioral Health Care, Legal Counsel,,,, Child Care, Rental/Housing Assistance,,,,
11088009755,,,,,,,,,,,,,,,, Rental/Housing Assistance,,,,
11087991038,No,,,,,,,,,,,,,,,,,,,
11087918037,,"Yes, Primary Care",, Dental Care ,,,,,"Yes, Pharmacy/Medication",, Legal Counsel,,,,,,,,,those checked above due to cost
11087892471,,,,,,,,,,,,,,,,,,,,
11087858416,,,,,,,,,,,,, Shelter,,,,,,,
11087769256,,"Yes, Primary Care",, Dental Care ,,,,,, Mental & Behavioral Health Care,, Food Pantries/Meals,, Utilities Assistance,, Rental/Housing Assistance,,, Substance Abuse Treatment,
11087711478,,,,,,,,,,,,,,, Child Care, Rental/Housing Assistance,,,,
11087667727,,,, Dental Care , Dental Care (for Children),,,,,, Legal Counsel,,, Utilities Assistance,, Rental/Housing Assistance,,,,
11087465364,,"Yes, Primary Care",, Dental Care ,,,,,, Mental & Behavioral Health Care,,,,,, Rental/Housing Assistance,,, Substance Abuse Treatment,
11087333405,,,,,,,,,,,,,,,,,,,,
11087273902,,,,,,,,,, Mental & Behavioral Health Care,,,,,, Rental/Housing Assistance,,,,
11087252118,No,,,,,,,,,,,,,,,,,,,
11087245988,,,,,,,,,,,,,,,,,,,,
11087240584,,,, Dental Care ,,,,,,, Legal Counsel,, Shelter,,, Rental/Housing Assistance,,, Substance Abuse Treatment,
11087237315,,,,,,,,,,,,,,, Child Care, Rental/Housing Assistance, Support Groups,,,
11087230038,,,,,,,,,, Mental & Behavioral Health Care,,,,,,,,,,
11087229869,,,,,,,,,,,,,, Utilities Assistance,, Rental/Housing Assistance,,, Substance Abuse Treatment,
11087193234,,"Yes, Primary Care","Yes, Emergency Care", Dental Care , Dental Care (for Children), Hospital Care, Pediatric Care,,"Yes, Pharmacy/Medication",,,, Shelter,,,,,,,
11087184864,,,, Dental Care , Dental Care (for Children),,,,"Yes, Pharmacy/Medication",,,, Shelter,,,,,,,Hurricane shelter - there are none in Charlotte County
11087157847,,"Yes, Primary Care",,,,,,,,, Legal Counsel,, Shelter,,, Rental/Housing Assistance,,,,
11087103841,,,,,,,,,, Mental & Behavioral Health Care,,,,,,,,,,
11087071740,,,,,,,,,,,,,,,,,,,,
11087002104,,"Yes, Primary Care",, Dental Care ,,,, Specialty Care (Specify Under Other),, Mental & Behavioral Health Care,,, Shelter,, Child Care, Rental/Housing Assistance,,,,
11086998024,,"Yes, Primary Care",,,,,, Specialty Care (Specify Under Other),,,,,,,,,,,,
11086990023,No,,,,,,,,,,,,,,,,,,,
11086969361,,,, Dental Care ,,,,,,,,,,,,,,,,
11086953791,,"Yes, Primary Care","Yes, Emergency Care", Dental Care , Dental Care (for Children), Hospital Care, Pediatric Care, Specialty Care (Specify Under Other),"Yes, Pharmacy/Medication", Mental & Behavioral Health Care,,,,,,,,,,
11086947970,,,,,,,,,,,,,,, Child Care,,,,,
11086944126,,,,,,,,,, Mental & Behavioral Health Care,,,,,,,,,,Need more Holistic Care Services
11086939779,,"Yes, Primary Care",,,,,,,, Mental & Behavioral Health Care,,,,,, Rental/Housing Assistance,,,,public transportation
11086931248,,,,,,,,,, Mental & Behavioral Health Care,,,,,,,,, Substance Abuse Treatment,
11086928645,,,,,,,, Specialty Care (Specify Under Other),,,,,,,,,,,,
11086927820,No,,,,,,,,,,,,,,,,,,,
11086919546,,"Yes, Primary Care",,,,,,,, Mental & Behavioral Health Care,, Food Pantries/Meals, Shelter, Utilities Assistance, Child Care,,,, Substance Abuse Treatment,
11086890984,,,,,,, Pediatric Care,,,,,,,,,,,,,
11086829136,,,, Dental Care ,, Hospital Care,,,,,,, Shelter,,, Rental/Housing Assistance,,,,
11086822788,,,, Dental Care , Dental Care (for Children),,,,"Yes, Pharmacy/Medication", Mental & Behavioral Health Care,,,, Utilities Assistance,, Rental/Housing Assistance,,,,
11086693060,,"Yes, Primary Care",,,,,,,, Mental & Behavioral Health Care,,, Shelter,,, Rental/Housing Assistance, Support Groups,,,
11086054898,,,, Dental Care ,,,,,"Yes, Pharmacy/Medication",,,,, Utilities Assistance,, Rental/Housing Assistance,,, Substance Abuse Treatment,
11085907430,,"Yes, Primary Care",,, Dental Care (for Children),,, Specialty Care (Specify Under Other),,,,,,,, Rental/Housing Assistance,,,,
11085872334,,,,,,,,,"Yes, Pharmacy/Medication",,,,, Utilities Assistance,,,,,,
11085813255,No,,,,,,,,,,,,,,,,,,,
11085688711,,,, Dental Care ,,,,,, Mental & Behavioral Health Care,,,,,,,,, Substance Abuse Treatment,
11085591910,,,,,, Hospital Care,, Specialty Care (Specify Under Other),,,,,,,,,,,,"ENT specialists, and other specialists"
11085275901,,"Yes, Primary Care",,,,,,,, Mental & Behavioral Health Care,,,,, Child Care, Rental/Housing Assistance,,,,
11085142441,,"Yes, Primary Care",, Dental Care , Dental Care (for Children),,,,,,,,,,,,,, Substance Abuse Treatment,
11085138144,,"Yes, Primary Care",,,,, Pediatric Care, Specialty Care (Specify Under Other),,,,,, Utilities Assistance, Child Care,,,, Substance Abuse Treatment,
11085114502,,,,,,,,,,,,,,, Child Care,,,,,
11085024644,,,,,,,,,"Yes, Pharmacy/Medication",,,,,,, Rental/Housing Assistance,,,,
11084960321,,,,,,,,,,,,,,,,, Support Groups,,,support groups for parenting teenagers
11084907548,,,,,,,,,,,,,,,,,,, Substance Abuse Treatment,
11084813068,No,,,,,,,,,,,,,,,,,,,
11084774440,,,,,,,, Specialty Care (Specify Under Other),,,,,,,,,,,,"Neurology, I have to go to Venice"
11084731104,No,,,,,,,,,,,,,,,,,,,
11084726180,,,,,,,,,, Mental & Behavioral Health Care,,,, Utilities Assistance, Child Care, Rental/Housing Assistance,,, Substance Abuse Treatment,
11084718656,,"Yes, Primary Care",,,,,,,,,,,,,,,,,,
11084667095,,,,,,,,,,,,,,,,,,,,
11084579089,No,,,,,,,,,,,,,,,,,,,
11084565986,,"Yes, Primary Care",,,,,,,"Yes, Pharmacy/Medication",,,, Shelter,, Child Care,,,,,
11084498922,,,, Dental Care ,,,,,"Yes, Pharmacy/Medication", Mental & Behavioral Health Care,, Food Pantries/Meals, Shelter, Utilities Assistance,, Rental/Housing Assistance,,, Substance Abuse Treatment,
11084486435,,"Yes, Primary Care","Yes, Emergency Care", Dental Care , Dental Care (for Children), Hospital Care, Pediatric Care, Specialty Care (Specify Under Other),"Yes, Pharmacy/Medication", Mental & Behavioral Health Care,,, Shelter, Utilities Assistance, Child Care, Rental/Housing Assistance, Support Groups, Pre-Natal or Maternity Care,,dental care is horrible here and extremely expensive. With housing costs-cannot afford it!! This county does not understand people who are working 2-3 jobs just to put food on the table and pay health care. $200 to see a doctor for a cold. ridiculous!! We don't need low income housing we need housing affordable to the people who are going broke paying rent here
11084480301,,,,, Dental Care (for Children),, Pediatric Care, Specialty Care (Specify Under Other),,,,, Shelter,,,,, Pre-Natal or Maternity Care,,
11084422063,,,, Dental Care ,,, Pediatric Care,,,,,,,, Child Care, Rental/Housing Assistance,, Pre-Natal or Maternity Care,,
11084409011,,,,,,,,,,,,,,,, Rental/Housing Assistance,, Pre-Natal or Maternity Care,,
11084361739,,,,,,,,,,,,,,,,,,,,i dont know
11084358825,,"Yes, Primary Care",,, Dental Care (for Children),,,,, Mental & Behavioral Health Care, Legal Counsel,,,,,,, Pre-Natal or Maternity Care, Substance Abuse Treatment,
11084306979,,,,,,,, Specialty Care (Specify Under Other),, Mental & Behavioral Health Care,,,,,,,,,,Children who need behavior assistance at a reasonable cost to families.  Social and emotional support for children at a young age before entering Public Schools.
11084290400,No,,,,,,,,,,,,,,,,,,,
11084269493,,,, Dental Care ,,,,,, Mental & Behavioral Health Care,,,,,,,,,,
11084240138,,,, Dental Care , Dental Care (for Children), Hospital Care,,,, Mental & Behavioral Health Care, Legal Counsel,,,,, Rental/Housing Assistance,,,,
11084187318,,,,, Dental Care (for Children),,,,,,,, Shelter,,,,, Pre-Natal or Maternity Care,,
11084162103,No,,,,,,,,,,,,,,,,,,,
11084161845,No,,,,,,,,,,,,,,,,,,,
11084159241,,,,,,,,,, Mental & Behavioral Health Care, Legal Counsel,, Shelter,,,,,, Substance Abuse Treatment,
11084154595,,,,,,, Pediatric Care, Specialty Care (Specify Under Other),, Mental & Behavioral Health Care,,,,, Child Care,,,,,"All Pediatric Services- Eye Dr, Child Psychologist"
11084095189,,"Yes, Primary Care",, Dental Care ,,,,,"Yes, Pharmacy/Medication",,,, Shelter,,, Rental/Housing Assistance,,,,
11084080812,No,,,,,,,,,,,,,,,,,,,
11084073213,,,,,,,,,,,,,,,,,,,,
11084066639,,,,,,,,,"Yes, Pharmacy/Medication", Mental & Behavioral Health Care,,, Shelter,,, Rental/Housing Assistance,,,,
11084064853,,,, Dental Care , Dental Care (for Children),,,,,, Legal Counsel,,, Utilities Assistance,,,, Pre-Natal or Maternity Care, Substance Abuse Treatment,
11084041845,,,,,,,, Specialty Care (Specify Under Other),,,,,,, Child Care,,,,,Disability services
11084021491,No,,,,,,,,,,,,,,,,,,,
11084008273,No,,,,,,,,,,,,,,,,,,,
11083976562,,"Yes, Primary Care",, Dental Care ,,, Pediatric Care,,, Mental & Behavioral Health Care,,,,,, Rental/Housing Assistance,,,,
11083882762,,,,, Dental Care (for Children),,,,, Mental & Behavioral Health Care,,,,,,, Support Groups,, Substance Abuse Treatment,
11083827159,,,,,,,,,,,,,,,,,,,,
11083792776,,"Yes, Primary Care",, Dental Care , Dental Care (for Children),, Pediatric Care,,"Yes, Pharmacy/Medication", Mental & Behavioral Health Care, Legal Counsel, Food Pantries/Meals, Shelter,,, Rental/Housing Assistance, Support Groups,, Substance Abuse Treatment,"Drug intervention, free Narcan for addicts"
11083688138,No,,,,,,,,,,,,,,,,,,,
11083649534,No,,,,,,,,,,,,,,,,,,,
11083615693,No,,,,,,,,,,,,,,,,,,,
11083527575,No,,,,,,,,,,,,,,,,,,,
11083503086,,"Yes, Primary Care",, Dental Care ,, Hospital Care,,,,,,,,,,,,,,
11083422005,No,,,,,,,,,,,,,,,,,,,
11083404331,No,,,,,,,,,,,,,,,,,,,
11083390826,,"Yes, Primary Care",,,,,,,,,,,,,,,,,,
11083367979,,,,,,,,,,,,,,,,,,,,
11082638498,,,,,,,, Specialty Care (Specify Under Other),,, Legal Counsel,,, Utilities Assistance,, Rental/Housing Assistance, Support Groups,, Substance Abuse Treatment,
11082515629,,"Yes, Primary Care",,, Dental Care (for Children),,,,,,,,,, Child Care,,,,,
11082457969,,"Yes, Primary Care",, Dental Care , Dental Care (for Children),,,,, Mental & Behavioral Health Care, Legal Counsel,, Shelter,,, Rental/Housing Assistance,,, Substance Abuse Treatment,
11082159603,,,,,,,,,,,,,, Utilities Assistance,, Rental/Housing Assistance,,,,
11082077947,No,,,,,,,,,,,,,,,,,,,
11082031486,,,,,, Hospital Care,,,,,,, Shelter, Utilities Assistance,,,,,,
11082027116,,,,, Dental Care (for Children),, Pediatric Care,,, Mental & Behavioral Health Care,,,,,,,,, Substance Abuse Treatment,
11082018220,,,,,,,,,,,,, Shelter, Utilities Assistance,, Rental/Housing Assistance, Support Groups,, Substance Abuse Treatment,
11081778820,No,,,,,,,,,,,,,,,,,,,
11081746847,,"Yes, Primary Care",,,,,,,,,,,,,,,,,,
11081708089,,,,,,,,,,,,, Shelter,,, Rental/Housing Assistance,,, Substance Abuse Treatment,
11081646809,,,,,,,,,,,,,,, Child Care,,,,,
11081640020,,,, Dental Care ,,,,,, Mental & Behavioral Health Care, Legal Counsel,,,,, Rental/Housing Assistance,,,,
